Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,3301655048
2,Emelec,Ecuador,A,3301655048
3,Deportivo Táchira,Venezuela,A,3301655048
4,Estudiantes L.P.,Fase previa,A,3301655048
1,Boca Juniors,Argentina,B,3301655048
2,Colo Colo,Chile,B,3301655048
3,Alianza Lima,Perú,B,3301655048
4,Olimpia,Fase previa,B,3301655048
1,Peñarol,Uruguay,C,3301655048
2,Vélez,Argentina,C,3301655048
3,Bragantino,Brasil,C,3301655048
4,The Strongest,Fase previa,C,3301655048
1,Atlético Mineiro,Brasil,D,3301655048
2,Universidad Católica,Chile,D,3301655048
3,Caracas,Venezuela,D,3301655048
4,Talleres,Argentina,D,3301655048
1,Athletico Paranaense,Brasil,E,3301655048
2,Cerro Porteño,Paraguay,E,3301655048
3,Sporting Cristal,Perú,E,3301655048
4,América M.G.,Fase previa,E,3301655048
1,Nacional,Uruguay,F,3301655048
2,Libertad,Paraguay,F,3301655048
3,Colón,Argentina,F,3301655048
4,Fortaleza,Brasil,F,3301655048
1,River Plate,Argentina,G,3301655048
2,Corinthians,Brasil,G,3301655048
3,Deportivo Cali,Colombia,G,3301655048
4,Always Ready,Bolivia,G,3301655048
1,Flamengo,Brasil,H,3301655048
2,Independiente del Valle,Ecuador,H,3301655048
3,Deportes Tolima,Colombia,H,3301655048
4,Independiente Petrolero,Bolivia,H,3301655048
