Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,9695796238
2,Libertad,Paraguay,A,9695796238
3,Deportivo Cali,Colombia,A,9695796238
4,América M.G.,Fase previa,A,9695796238
1,Nacional,Uruguay,B,9695796238
2,Colo Colo,Chile,B,9695796238
3,Deportes Tolima,Colombia,B,9695796238
4,Always Ready,Bolivia,B,9695796238
1,River Plate,Argentina,C,9695796238
2,Universidad Católica,Chile,C,9695796238
3,Bragantino,Brasil,C,9695796238
4,Independiente Petrolero,Bolivia,C,9695796238
1,Boca Juniors,Argentina,D,9695796238
2,Emelec,Ecuador,D,9695796238
3,Caracas,Venezuela,D,9695796238
4,Fortaleza,Brasil,D,9695796238
1,Peñarol,Uruguay,E,9695796238
2,Corinthians,Brasil,E,9695796238
3,Alianza Lima,Perú,E,9695796238
4,Talleres,Argentina,E,9695796238
1,Atlético Mineiro,Brasil,F,9695796238
2,Independiente del Valle,Ecuador,F,9695796238
3,Deportivo Táchira,Venezuela,F,9695796238
4,Estudiantes L.P.,Fase previa,F,9695796238
1,Athletico Paranaense,Brasil,G,9695796238
2,Vélez,Argentina,G,9695796238
3,Sporting Cristal,Perú,G,9695796238
4,Olimpia,Fase previa,G,9695796238
1,Flamengo,Brasil,H,9695796238
2,Cerro Porteño,Paraguay,H,9695796238
3,Colón,Argentina,H,9695796238
4,The Strongest,Fase previa,H,9695796238
