Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,7577013175
2,Vélez,Argentina,A,7577013175
3,Deportivo Táchira,Venezuela,A,7577013175
4,América M.G.,Fase previa,A,7577013175
1,Peñarol,Uruguay,B,7577013175
2,Emelec,Ecuador,B,7577013175
3,Sporting Cristal,Perú,B,7577013175
4,Estudiantes L.P.,Fase previa,B,7577013175
1,River Plate,Argentina,C,7577013175
2,Colo Colo,Chile,C,7577013175
3,Bragantino,Brasil,C,7577013175
4,Olimpia,Fase previa,C,7577013175
1,Athletico Paranaense,Brasil,D,7577013175
2,Libertad,Paraguay,D,7577013175
3,Colón,Argentina,D,7577013175
4,Always Ready,Bolivia,D,7577013175
1,Boca Juniors,Argentina,E,7577013175
2,Corinthians,Brasil,E,7577013175
3,Caracas,Venezuela,E,7577013175
4,Independiente Petrolero,Bolivia,E,7577013175
1,Atlético Mineiro,Brasil,F,7577013175
2,Independiente del Valle,Ecuador,F,7577013175
3,Alianza Lima,Perú,F,7577013175
4,Talleres,Argentina,F,7577013175
1,Nacional,Uruguay,G,7577013175
2,Universidad Católica,Chile,G,7577013175
3,Deportivo Cali,Colombia,G,7577013175
4,Fortaleza,Brasil,G,7577013175
1,Flamengo,Brasil,H,7577013175
2,Cerro Porteño,Paraguay,H,7577013175
3,Deportes Tolima,Colombia,H,7577013175
4,The Strongest,Fase previa,H,7577013175
