Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,6564795762
2,Universidad Católica,Chile,A,6564795762
3,Sporting Cristal,Perú,A,6564795762
4,Estudiantes L.P.,Fase previa,A,6564795762
1,Boca Juniors,Argentina,B,6564795762
2,Emelec,Ecuador,B,6564795762
3,Bragantino,Brasil,B,6564795762
4,Always Ready,Bolivia,B,6564795762
1,Peñarol,Uruguay,C,6564795762
2,Vélez,Argentina,C,6564795762
3,Alianza Lima,Perú,C,6564795762
4,América M.G.,Fase previa,C,6564795762
1,Nacional,Uruguay,D,6564795762
2,Cerro Porteño,Paraguay,D,6564795762
3,Deportes Tolima,Colombia,D,6564795762
4,Fortaleza,Brasil,D,6564795762
1,Atlético Mineiro,Brasil,E,6564795762
2,Independiente del Valle,Ecuador,E,6564795762
3,Colón,Argentina,E,6564795762
4,Olimpia,Fase previa,E,6564795762
1,River Plate,Argentina,F,6564795762
2,Corinthians,Brasil,F,6564795762
3,Deportivo Táchira,Venezuela,F,6564795762
4,Independiente Petrolero,Bolivia,F,6564795762
1,Athletico Paranaense,Brasil,G,6564795762
2,Colo Colo,Chile,G,6564795762
3,Caracas,Venezuela,G,6564795762
4,Talleres,Argentina,G,6564795762
1,Flamengo,Brasil,H,6564795762
2,Libertad,Paraguay,H,6564795762
3,Deportivo Cali,Colombia,H,6564795762
4,The Strongest,Fase previa,H,6564795762
