Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,9007798750
2,Universidad Católica,Chile,A,9007798750
3,Deportivo Cali,Colombia,A,9007798750
4,Estudiantes L.P.,Fase previa,A,9007798750
1,Flamengo,Brasil,B,9007798750
2,Cerro Porteño,Paraguay,B,9007798750
3,Deportes Tolima,Colombia,B,9007798750
4,Talleres,Argentina,B,9007798750
1,River Plate,Argentina,C,9007798750
2,Independiente del Valle,Ecuador,C,9007798750
3,Alianza Lima,Perú,C,9007798750
4,The Strongest,Fase previa,C,9007798750
1,Atlético Mineiro,Brasil,D,9007798750
2,Vélez,Argentina,D,9007798750
3,Caracas,Venezuela,D,9007798750
4,Always Ready,Bolivia,D,9007798750
1,Boca Juniors,Argentina,E,9007798750
2,Libertad,Paraguay,E,9007798750
3,Deportivo Táchira,Venezuela,E,9007798750
4,Fortaleza,Brasil,E,9007798750
1,Athletico Paranaense,Brasil,F,9007798750
2,Colo Colo,Chile,F,9007798750
3,Sporting Cristal,Perú,F,9007798750
4,Independiente Petrolero,Bolivia,F,9007798750
1,Peñarol,Uruguay,G,9007798750
2,Corinthians,Brasil,G,9007798750
3,Colón,Argentina,G,9007798750
4,América M.G.,Fase previa,G,9007798750
1,Nacional,Uruguay,H,9007798750
2,Emelec,Ecuador,H,9007798750
3,Bragantino,Brasil,H,9007798750
4,Olimpia,Fase previa,H,9007798750
