Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,3880524412
2,Colo Colo,Chile,A,3880524412
3,Colón,Argentina,A,3880524412
4,Independiente Petrolero,Bolivia,A,3880524412
1,Nacional,Uruguay,B,3880524412
2,Independiente del Valle,Ecuador,B,3880524412
3,Alianza Lima,Perú,B,3880524412
4,Talleres,Argentina,B,3880524412
1,Flamengo,Brasil,C,3880524412
2,Emelec,Ecuador,C,3880524412
3,Sporting Cristal,Perú,C,3880524412
4,Always Ready,Bolivia,C,3880524412
1,Atlético Mineiro,Brasil,D,3880524412
2,Vélez,Argentina,D,3880524412
3,Deportes Tolima,Colombia,D,3880524412
4,The Strongest,Fase previa,D,3880524412
1,River Plate,Argentina,E,3880524412
2,Cerro Porteño,Paraguay,E,3880524412
3,Bragantino,Brasil,E,3880524412
4,Estudiantes L.P.,Fase previa,E,3880524412
1,Peñarol,Uruguay,F,3880524412
2,Corinthians,Brasil,F,3880524412
3,Caracas,Venezuela,F,3880524412
4,América M.G.,Fase previa,F,3880524412
1,Athletico Paranaense,Brasil,G,3880524412
2,Libertad,Paraguay,G,3880524412
3,Deportivo Táchira,Venezuela,G,3880524412
4,Olimpia,Fase previa,G,3880524412
1,Boca Juniors,Argentina,H,3880524412
2,Universidad Católica,Chile,H,3880524412
3,Deportivo Cali,Colombia,H,3880524412
4,Fortaleza,Brasil,H,3880524412
