Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,4948862529
2,Cerro Porteño,Paraguay,A,4948862529
3,Alianza Lima,Perú,A,4948862529
4,Talleres,Argentina,A,4948862529
1,Boca Juniors,Argentina,B,4948862529
2,Colo Colo,Chile,B,4948862529
3,Sporting Cristal,Perú,B,4948862529
4,The Strongest,Fase previa,B,4948862529
1,Flamengo,Brasil,C,4948862529
2,Libertad,Paraguay,C,4948862529
3,Deportes Tolima,Colombia,C,4948862529
4,Estudiantes L.P.,Fase previa,C,4948862529
1,Peñarol,Uruguay,D,4948862529
2,Independiente del Valle,Ecuador,D,4948862529
3,Colón,Argentina,D,4948862529
4,Fortaleza,Brasil,D,4948862529
1,River Plate,Argentina,E,4948862529
2,Emelec,Ecuador,E,4948862529
3,Bragantino,Brasil,E,4948862529
4,Independiente Petrolero,Bolivia,E,4948862529
1,Atlético Mineiro,Brasil,F,4948862529
2,Universidad Católica,Chile,F,4948862529
3,Deportivo Táchira,Venezuela,F,4948862529
4,América M.G.,Fase previa,F,4948862529
1,Nacional,Uruguay,G,4948862529
2,Corinthians,Brasil,G,4948862529
3,Caracas,Venezuela,G,4948862529
4,Always Ready,Bolivia,G,4948862529
1,Athletico Paranaense,Brasil,H,4948862529
2,Vélez,Argentina,H,4948862529
3,Deportivo Cali,Colombia,H,4948862529
4,Olimpia,Fase previa,H,4948862529
