Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,7305107187
2,Cerro Porteño,Paraguay,A,7305107187
3,Deportivo Táchira,Venezuela,A,7305107187
4,Independiente Petrolero,Bolivia,A,7305107187
1,River Plate,Argentina,B,7305107187
2,Universidad Católica,Chile,B,7305107187
3,Alianza Lima,Perú,B,7305107187
4,Fortaleza,Brasil,B,7305107187
1,Peñarol,Uruguay,C,7305107187
2,Colo Colo,Chile,C,7305107187
3,Deportivo Cali,Colombia,C,7305107187
4,Estudiantes L.P.,Fase previa,C,7305107187
1,Nacional,Uruguay,D,7305107187
2,Vélez,Argentina,D,7305107187
3,Bragantino,Brasil,D,7305107187
4,Olimpia,Fase previa,D,7305107187
1,Boca Juniors,Argentina,E,7305107187
2,Corinthians,Brasil,E,7305107187
3,Sporting Cristal,Perú,E,7305107187
4,América M.G.,Fase previa,E,7305107187
1,Athletico Paranaense,Brasil,F,7305107187
2,Emelec,Ecuador,F,7305107187
3,Colón,Argentina,F,7305107187
4,Always Ready,Bolivia,F,7305107187
1,Atlético Mineiro,Brasil,G,7305107187
2,Libertad,Paraguay,G,7305107187
3,Caracas,Venezuela,G,7305107187
4,Talleres,Argentina,G,7305107187
1,Flamengo,Brasil,H,7305107187
2,Independiente del Valle,Ecuador,H,7305107187
3,Deportes Tolima,Colombia,H,7305107187
4,The Strongest,Fase previa,H,7305107187
