Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,2220563358
2,Libertad,Paraguay,A,2220563358
3,Alianza Lima,Perú,A,2220563358
4,Independiente Petrolero,Bolivia,A,2220563358
1,Flamengo,Brasil,B,2220563358
2,Independiente del Valle,Ecuador,B,2220563358
3,Deportivo Cali,Colombia,B,2220563358
4,Olimpia,Fase previa,B,2220563358
1,Atlético Mineiro,Brasil,C,2220563358
2,Universidad Católica,Chile,C,2220563358
3,Deportivo Táchira,Venezuela,C,2220563358
4,Always Ready,Bolivia,C,2220563358
1,Athletico Paranaense,Brasil,D,2220563358
2,Cerro Porteño,Paraguay,D,2220563358
3,Sporting Cristal,Perú,D,2220563358
4,Talleres,Argentina,D,2220563358
1,Boca Juniors,Argentina,E,2220563358
2,Colo Colo,Chile,E,2220563358
3,Bragantino,Brasil,E,2220563358
4,América M.G.,Fase previa,E,2220563358
1,Peñarol,Uruguay,F,2220563358
2,Vélez,Argentina,F,2220563358
3,Caracas,Venezuela,F,2220563358
4,Fortaleza,Brasil,F,2220563358
1,Nacional,Uruguay,G,2220563358
2,Emelec,Ecuador,G,2220563358
3,Colón,Argentina,G,2220563358
4,The Strongest,Fase previa,G,2220563358
1,River Plate,Argentina,H,2220563358
2,Corinthians,Brasil,H,2220563358
3,Deportes Tolima,Colombia,H,2220563358
4,Estudiantes L.P.,Fase previa,H,2220563358
