Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,1486555428
2,Universidad Católica,Chile,A,1486555428
3,Alianza Lima,Perú,A,1486555428
4,Always Ready,Bolivia,A,1486555428
1,Flamengo,Brasil,B,1486555428
2,Colo Colo,Chile,B,1486555428
3,Deportes Tolima,Colombia,B,1486555428
4,Olimpia,Fase previa,B,1486555428
1,Atlético Mineiro,Brasil,C,1486555428
2,Emelec,Ecuador,C,1486555428
3,Caracas,Venezuela,C,1486555428
4,Independiente Petrolero,Bolivia,C,1486555428
1,Athletico Paranaense,Brasil,D,1486555428
2,Vélez,Argentina,D,1486555428
3,Deportivo Táchira,Venezuela,D,1486555428
4,The Strongest,Fase previa,D,1486555428
1,Nacional,Uruguay,E,1486555428
2,Corinthians,Brasil,E,1486555428
3,Deportivo Cali,Colombia,E,1486555428
4,Talleres,Argentina,E,1486555428
1,Boca Juniors,Argentina,F,1486555428
2,Libertad,Paraguay,F,1486555428
3,Bragantino,Brasil,F,1486555428
4,Estudiantes L.P.,Fase previa,F,1486555428
1,River Plate,Argentina,G,1486555428
2,Independiente del Valle,Ecuador,G,1486555428
3,Sporting Cristal,Perú,G,1486555428
4,Fortaleza,Brasil,G,1486555428
1,Peñarol,Uruguay,H,1486555428
2,Cerro Porteño,Paraguay,H,1486555428
3,Colón,Argentina,H,1486555428
4,América M.G.,Fase previa,H,1486555428
