Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,2581000924
2,Libertad,Paraguay,A,2581000924
3,Alianza Lima,Perú,A,2581000924
4,Independiente Petrolero,Bolivia,A,2581000924
1,Atlético Mineiro,Brasil,B,2581000924
2,Emelec,Ecuador,B,2581000924
3,Caracas,Venezuela,B,2581000924
4,Talleres,Argentina,B,2581000924
1,Flamengo,Brasil,C,2581000924
2,Independiente del Valle,Ecuador,C,2581000924
3,Deportes Tolima,Colombia,C,2581000924
4,Always Ready,Bolivia,C,2581000924
1,River Plate,Argentina,D,2581000924
2,Corinthians,Brasil,D,2581000924
3,Deportivo Táchira,Venezuela,D,2581000924
4,Estudiantes L.P.,Fase previa,D,2581000924
1,Athletico Paranaense,Brasil,E,2581000924
2,Vélez,Argentina,E,2581000924
3,Deportivo Cali,Colombia,E,2581000924
4,The Strongest,Fase previa,E,2581000924
1,Peñarol,Uruguay,F,2581000924
2,Colo Colo,Chile,F,2581000924
3,Colón,Argentina,F,2581000924
4,América M.G.,Fase previa,F,2581000924
1,Boca Juniors,Argentina,G,2581000924
2,Cerro Porteño,Paraguay,G,2581000924
3,Bragantino,Brasil,G,2581000924
4,Olimpia,Fase previa,G,2581000924
1,Nacional,Uruguay,H,2581000924
2,Universidad Católica,Chile,H,2581000924
3,Sporting Cristal,Perú,H,2581000924
4,Fortaleza,Brasil,H,2581000924
