Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,7223810666
2,Vélez,Argentina,A,7223810666
3,Deportes Tolima,Colombia,A,7223810666
4,Olimpia,Fase previa,A,7223810666
1,River Plate,Argentina,B,7223810666
2,Colo Colo,Chile,B,7223810666
3,Bragantino,Brasil,B,7223810666
4,The Strongest,Fase previa,B,7223810666
1,Athletico Paranaense,Brasil,C,7223810666
2,Universidad Católica,Chile,C,7223810666
3,Colón,Argentina,C,7223810666
4,América M.G.,Fase previa,C,7223810666
1,Flamengo,Brasil,D,7223810666
2,Independiente del Valle,Ecuador,D,7223810666
3,Sporting Cristal,Perú,D,7223810666
4,Always Ready,Bolivia,D,7223810666
1,Atlético Mineiro,Brasil,E,7223810666
2,Cerro Porteño,Paraguay,E,7223810666
3,Caracas,Venezuela,E,7223810666
4,Independiente Petrolero,Bolivia,E,7223810666
1,Boca Juniors,Argentina,F,7223810666
2,Corinthians,Brasil,F,7223810666
3,Deportivo Cali,Colombia,F,7223810666
4,Estudiantes L.P.,Fase previa,F,7223810666
1,Nacional,Uruguay,G,7223810666
2,Libertad,Paraguay,G,7223810666
3,Alianza Lima,Perú,G,7223810666
4,Talleres,Argentina,G,7223810666
1,Peñarol,Uruguay,H,7223810666
2,Emelec,Ecuador,H,7223810666
3,Deportivo Táchira,Venezuela,H,7223810666
4,Fortaleza,Brasil,H,7223810666
