Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,2263572194
2,Libertad,Paraguay,A,2263572194
3,Sporting Cristal,Perú,A,2263572194
4,Independiente Petrolero,Bolivia,A,2263572194
1,Boca Juniors,Argentina,B,2263572194
2,Emelec,Ecuador,B,2263572194
3,Alianza Lima,Perú,B,2263572194
4,The Strongest,Fase previa,B,2263572194
1,Flamengo,Brasil,C,2263572194
2,Vélez,Argentina,C,2263572194
3,Deportes Tolima,Colombia,C,2263572194
4,Estudiantes L.P.,Fase previa,C,2263572194
1,Atlético Mineiro,Brasil,D,2263572194
2,Cerro Porteño,Paraguay,D,2263572194
3,Colón,Argentina,D,2263572194
4,América M.G.,Fase previa,D,2263572194
1,Nacional,Uruguay,E,2263572194
2,Corinthians,Brasil,E,2263572194
3,Caracas,Venezuela,E,2263572194
4,Always Ready,Bolivia,E,2263572194
1,Athletico Paranaense,Brasil,F,2263572194
2,Independiente del Valle,Ecuador,F,2263572194
3,Deportivo Cali,Colombia,F,2263572194
4,Talleres,Argentina,F,2263572194
1,Peñarol,Uruguay,G,2263572194
2,Colo Colo,Chile,G,2263572194
3,Deportivo Táchira,Venezuela,G,2263572194
4,Fortaleza,Brasil,G,2263572194
1,River Plate,Argentina,H,2263572194
2,Universidad Católica,Chile,H,2263572194
3,Bragantino,Brasil,H,2263572194
4,Olimpia,Fase previa,H,2263572194
