Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,3983939716
2,Libertad,Paraguay,A,3983939716
3,Deportivo Táchira,Venezuela,A,3983939716
4,Always Ready,Bolivia,A,3983939716
1,Flamengo,Brasil,B,3983939716
2,Cerro Porteño,Paraguay,B,3983939716
3,Deportivo Cali,Colombia,B,3983939716
4,América M.G.,Fase previa,B,3983939716
1,Nacional,Uruguay,C,3983939716
2,Independiente del Valle,Ecuador,C,3983939716
3,Caracas,Venezuela,C,3983939716
4,Estudiantes L.P.,Fase previa,C,3983939716
1,Atlético Mineiro,Brasil,D,3983939716
2,Colo Colo,Chile,D,3983939716
3,Alianza Lima,Perú,D,3983939716
4,Talleres,Argentina,D,3983939716
1,Peñarol,Uruguay,E,3983939716
2,Vélez,Argentina,E,3983939716
3,Bragantino,Brasil,E,3983939716
4,Independiente Petrolero,Bolivia,E,3983939716
1,Boca Juniors,Argentina,F,3983939716
2,Corinthians,Brasil,F,3983939716
3,Sporting Cristal,Perú,F,3983939716
4,The Strongest,Fase previa,F,3983939716
1,River Plate,Argentina,G,3983939716
2,Emelec,Ecuador,G,3983939716
3,Deportes Tolima,Colombia,G,3983939716
4,Fortaleza,Brasil,G,3983939716
1,Athletico Paranaense,Brasil,H,3983939716
2,Universidad Católica,Chile,H,3983939716
3,Colón,Argentina,H,3983939716
4,Olimpia,Fase previa,H,3983939716
