Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,7407742852
2,Independiente del Valle,Ecuador,A,7407742852
3,Deportes Tolima,Colombia,A,7407742852
4,Olimpia,Fase previa,A,7407742852
1,Athletico Paranaense,Brasil,B,7407742852
2,Universidad Católica,Chile,B,7407742852
3,Deportivo Cali,Colombia,B,7407742852
4,Independiente Petrolero,Bolivia,B,7407742852
1,Atlético Mineiro,Brasil,C,7407742852
2,Libertad,Paraguay,C,7407742852
3,Deportivo Táchira,Venezuela,C,7407742852
4,Talleres,Argentina,C,7407742852
1,Nacional,Uruguay,D,7407742852
2,Corinthians,Brasil,D,7407742852
3,Colón,Argentina,D,7407742852
4,Always Ready,Bolivia,D,7407742852
1,Peñarol,Uruguay,E,7407742852
2,Emelec,Ecuador,E,7407742852
3,Alianza Lima,Perú,E,7407742852
4,Fortaleza,Brasil,E,7407742852
1,Boca Juniors,Argentina,F,7407742852
2,Colo Colo,Chile,F,7407742852
3,Caracas,Venezuela,F,7407742852
4,América M.G.,Fase previa,F,7407742852
1,Flamengo,Brasil,G,7407742852
2,Vélez,Argentina,G,7407742852
3,Sporting Cristal,Perú,G,7407742852
4,The Strongest,Fase previa,G,7407742852
1,River Plate,Argentina,H,7407742852
2,Cerro Porteño,Paraguay,H,7407742852
3,Bragantino,Brasil,H,7407742852
4,Estudiantes L.P.,Fase previa,H,7407742852
