Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,5635246775
2,Libertad,Paraguay,A,5635246775
3,Alianza Lima,Perú,A,5635246775
4,Talleres,Argentina,A,5635246775
1,Nacional,Uruguay,B,5635246775
2,Corinthians,Brasil,B,5635246775
3,Deportivo Cali,Colombia,B,5635246775
4,América M.G.,Fase previa,B,5635246775
1,Atlético Mineiro,Brasil,C,5635246775
2,Independiente del Valle,Ecuador,C,5635246775
3,Colón,Argentina,C,5635246775
4,Olimpia,Fase previa,C,5635246775
1,Boca Juniors,Argentina,D,5635246775
2,Emelec,Ecuador,D,5635246775
3,Bragantino,Brasil,D,5635246775
4,Independiente Petrolero,Bolivia,D,5635246775
1,Athletico Paranaense,Brasil,E,5635246775
2,Colo Colo,Chile,E,5635246775
3,Deportes Tolima,Colombia,E,5635246775
4,Estudiantes L.P.,Fase previa,E,5635246775
1,Peñarol,Uruguay,F,5635246775
2,Cerro Porteño,Paraguay,F,5635246775
3,Caracas,Venezuela,F,5635246775
4,Always Ready,Bolivia,F,5635246775
1,River Plate,Argentina,G,5635246775
2,Universidad Católica,Chile,G,5635246775
3,Sporting Cristal,Perú,G,5635246775
4,Fortaleza,Brasil,G,5635246775
1,Flamengo,Brasil,H,5635246775
2,Vélez,Argentina,H,5635246775
3,Deportivo Táchira,Venezuela,H,5635246775
4,The Strongest,Fase previa,H,5635246775
