Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,5922518368
2,Universidad Católica,Chile,A,5922518368
3,Sporting Cristal,Perú,A,5922518368
4,The Strongest,Fase previa,A,5922518368
1,Boca Juniors,Argentina,B,5922518368
2,Libertad,Paraguay,B,5922518368
3,Deportivo Cali,Colombia,B,5922518368
4,Fortaleza,Brasil,B,5922518368
1,River Plate,Argentina,C,5922518368
2,Corinthians,Brasil,C,5922518368
3,Deportivo Táchira,Venezuela,C,5922518368
4,Olimpia,Fase previa,C,5922518368
1,Athletico Paranaense,Brasil,D,5922518368
2,Vélez,Argentina,D,5922518368
3,Alianza Lima,Perú,D,5922518368
4,América M.G.,Fase previa,D,5922518368
1,Peñarol,Uruguay,E,5922518368
2,Cerro Porteño,Paraguay,E,5922518368
3,Deportes Tolima,Colombia,E,5922518368
4,Talleres,Argentina,E,5922518368
1,Atlético Mineiro,Brasil,F,5922518368
2,Independiente del Valle,Ecuador,F,5922518368
3,Caracas,Venezuela,F,5922518368
4,Always Ready,Bolivia,F,5922518368
1,Flamengo,Brasil,G,5922518368
2,Colo Colo,Chile,G,5922518368
3,Colón,Argentina,G,5922518368
4,Estudiantes L.P.,Fase previa,G,5922518368
1,Nacional,Uruguay,H,5922518368
2,Emelec,Ecuador,H,5922518368
3,Bragantino,Brasil,H,5922518368
4,Independiente Petrolero,Bolivia,H,5922518368
