Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,1384806938
2,Universidad Católica,Chile,A,1384806938
3,Sporting Cristal,Perú,A,1384806938
4,Olimpia,Fase previa,A,1384806938
1,River Plate,Argentina,B,1384806938
2,Independiente del Valle,Ecuador,B,1384806938
3,Deportivo Táchira,Venezuela,B,1384806938
4,Fortaleza,Brasil,B,1384806938
1,Athletico Paranaense,Brasil,C,1384806938
2,Cerro Porteño,Paraguay,C,1384806938
3,Alianza Lima,Perú,C,1384806938
4,Always Ready,Bolivia,C,1384806938
1,Peñarol,Uruguay,D,1384806938
2,Corinthians,Brasil,D,1384806938
3,Deportes Tolima,Colombia,D,1384806938
4,Talleres,Argentina,D,1384806938
1,Atlético Mineiro,Brasil,E,1384806938
2,Vélez,Argentina,E,1384806938
3,Caracas,Venezuela,E,1384806938
4,Estudiantes L.P.,Fase previa,E,1384806938
1,Flamengo,Brasil,F,1384806938
2,Emelec,Ecuador,F,1384806938
3,Colón,Argentina,F,1384806938
4,Independiente Petrolero,Bolivia,F,1384806938
1,Nacional,Uruguay,G,1384806938
2,Colo Colo,Chile,G,1384806938
3,Bragantino,Brasil,G,1384806938
4,The Strongest,Fase previa,G,1384806938
1,Boca Juniors,Argentina,H,1384806938
2,Libertad,Paraguay,H,1384806938
3,Deportivo Cali,Colombia,H,1384806938
4,América M.G.,Fase previa,H,1384806938
