Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,3823992976
2,Vélez,Argentina,A,3823992976
3,Alianza Lima,Perú,A,3823992976
4,Olimpia,Fase previa,A,3823992976
1,River Plate,Argentina,B,3823992976
2,Corinthians,Brasil,B,3823992976
3,Deportivo Táchira,Venezuela,B,3823992976
4,Independiente Petrolero,Bolivia,B,3823992976
1,Athletico Paranaense,Brasil,C,3823992976
2,Cerro Porteño,Paraguay,C,3823992976
3,Deportes Tolima,Colombia,C,3823992976
4,Talleres,Argentina,C,3823992976
1,Nacional,Uruguay,D,3823992976
2,Emelec,Ecuador,D,3823992976
3,Caracas,Venezuela,D,3823992976
4,Always Ready,Bolivia,D,3823992976
1,Peñarol,Uruguay,E,3823992976
2,Independiente del Valle,Ecuador,E,3823992976
3,Colón,Argentina,E,3823992976
4,Fortaleza,Brasil,E,3823992976
1,Boca Juniors,Argentina,F,3823992976
2,Universidad Católica,Chile,F,3823992976
3,Bragantino,Brasil,F,3823992976
4,América M.G.,Fase previa,F,3823992976
1,Flamengo,Brasil,G,3823992976
2,Libertad,Paraguay,G,3823992976
3,Deportivo Cali,Colombia,G,3823992976
4,Estudiantes L.P.,Fase previa,G,3823992976
1,Atlético Mineiro,Brasil,H,3823992976
2,Colo Colo,Chile,H,3823992976
3,Sporting Cristal,Perú,H,3823992976
4,The Strongest,Fase previa,H,3823992976
