Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,9609577251
2,Vélez,Argentina,A,9609577251
3,Sporting Cristal,Perú,A,9609577251
4,Independiente Petrolero,Bolivia,A,9609577251
1,Atlético Mineiro,Brasil,B,9609577251
2,Independiente del Valle,Ecuador,B,9609577251
3,Deportes Tolima,Colombia,B,9609577251
4,América M.G.,Fase previa,B,9609577251
1,Nacional,Uruguay,C,9609577251
2,Emelec,Ecuador,C,9609577251
3,Alianza Lima,Perú,C,9609577251
4,Fortaleza,Brasil,C,9609577251
1,Boca Juniors,Argentina,D,9609577251
2,Universidad Católica,Chile,D,9609577251
3,Bragantino,Brasil,D,9609577251
4,Estudiantes L.P.,Fase previa,D,9609577251
1,Peñarol,Uruguay,E,9609577251
2,Corinthians,Brasil,E,9609577251
3,Colón,Argentina,E,9609577251
4,Olimpia,Fase previa,E,9609577251
1,Athletico Paranaense,Brasil,F,9609577251
2,Libertad,Paraguay,F,9609577251
3,Deportivo Cali,Colombia,F,9609577251
4,Talleres,Argentina,F,9609577251
1,River Plate,Argentina,G,9609577251
2,Cerro Porteño,Paraguay,G,9609577251
3,Caracas,Venezuela,G,9609577251
4,The Strongest,Fase previa,G,9609577251
1,Flamengo,Brasil,H,9609577251
2,Colo Colo,Chile,H,9609577251
3,Deportivo Táchira,Venezuela,H,9609577251
4,Always Ready,Bolivia,H,9609577251
