Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,8023473745
2,Vélez,Argentina,A,8023473745
3,Sporting Cristal,Perú,A,8023473745
4,Olimpia,Fase previa,A,8023473745
1,Atlético Mineiro,Brasil,B,8023473745
2,Cerro Porteño,Paraguay,B,8023473745
3,Colón,Argentina,B,8023473745
4,América M.G.,Fase previa,B,8023473745
1,Boca Juniors,Argentina,C,8023473745
2,Corinthians,Brasil,C,8023473745
3,Caracas,Venezuela,C,8023473745
4,Independiente Petrolero,Bolivia,C,8023473745
1,Flamengo,Brasil,D,8023473745
2,Libertad,Paraguay,D,8023473745
3,Deportivo Cali,Colombia,D,8023473745
4,Always Ready,Bolivia,D,8023473745
1,Peñarol,Uruguay,E,8023473745
2,Universidad Católica,Chile,E,8023473745
3,Bragantino,Brasil,E,8023473745
4,The Strongest,Fase previa,E,8023473745
1,Athletico Paranaense,Brasil,F,8023473745
2,Independiente del Valle,Ecuador,F,8023473745
3,Deportivo Táchira,Venezuela,F,8023473745
4,Talleres,Argentina,F,8023473745
1,Nacional,Uruguay,G,8023473745
2,Emelec,Ecuador,G,8023473745
3,Alianza Lima,Perú,G,8023473745
4,Fortaleza,Brasil,G,8023473745
1,River Plate,Argentina,H,8023473745
2,Colo Colo,Chile,H,8023473745
3,Deportes Tolima,Colombia,H,8023473745
4,Estudiantes L.P.,Fase previa,H,8023473745
