Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,6818325900
2,Libertad,Paraguay,A,6818325900
3,Caracas,Venezuela,A,6818325900
4,Estudiantes L.P.,Fase previa,A,6818325900
1,Boca Juniors,Argentina,B,6818325900
2,Cerro Porteño,Paraguay,B,6818325900
3,Deportivo Táchira,Venezuela,B,6818325900
4,Always Ready,Bolivia,B,6818325900
1,Flamengo,Brasil,C,6818325900
2,Vélez,Argentina,C,6818325900
3,Deportivo Cali,Colombia,C,6818325900
4,The Strongest,Fase previa,C,6818325900
1,Atlético Mineiro,Brasil,D,6818325900
2,Colo Colo,Chile,D,6818325900
3,Colón,Argentina,D,6818325900
4,América M.G.,Fase previa,D,6818325900
1,Peñarol,Uruguay,E,6818325900
2,Independiente del Valle,Ecuador,E,6818325900
3,Sporting Cristal,Perú,E,6818325900
4,Fortaleza,Brasil,E,6818325900
1,Nacional,Uruguay,F,6818325900
2,Emelec,Ecuador,F,6818325900
3,Bragantino,Brasil,F,6818325900
4,Talleres,Argentina,F,6818325900
1,Athletico Paranaense,Brasil,G,6818325900
2,Universidad Católica,Chile,G,6818325900
3,Alianza Lima,Perú,G,6818325900
4,Olimpia,Fase previa,G,6818325900
1,River Plate,Argentina,H,6818325900
2,Corinthians,Brasil,H,6818325900
3,Deportes Tolima,Colombia,H,6818325900
4,Independiente Petrolero,Bolivia,H,6818325900
