Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,8438252309
2,Libertad,Paraguay,A,8438252309
3,Deportivo Cali,Colombia,A,8438252309
4,Always Ready,Bolivia,A,8438252309
1,Boca Juniors,Argentina,B,8438252309
2,Cerro Porteño,Paraguay,B,8438252309
3,Deportes Tolima,Colombia,B,8438252309
4,Fortaleza,Brasil,B,8438252309
1,Atlético Mineiro,Brasil,C,8438252309
2,Colo Colo,Chile,C,8438252309
3,Colón,Argentina,C,8438252309
4,América M.G.,Fase previa,C,8438252309
1,Athletico Paranaense,Brasil,D,8438252309
2,Emelec,Ecuador,D,8438252309
3,Caracas,Venezuela,D,8438252309
4,Olimpia,Fase previa,D,8438252309
1,River Plate,Argentina,E,8438252309
2,Universidad Católica,Chile,E,8438252309
3,Alianza Lima,Perú,E,8438252309
4,Estudiantes L.P.,Fase previa,E,8438252309
1,Nacional,Uruguay,F,8438252309
2,Vélez,Argentina,F,8438252309
3,Bragantino,Brasil,F,8438252309
4,Independiente Petrolero,Bolivia,F,8438252309
1,Peñarol,Uruguay,G,8438252309
2,Corinthians,Brasil,G,8438252309
3,Deportivo Táchira,Venezuela,G,8438252309
4,Talleres,Argentina,G,8438252309
1,Flamengo,Brasil,H,8438252309
2,Independiente del Valle,Ecuador,H,8438252309
3,Sporting Cristal,Perú,H,8438252309
4,The Strongest,Fase previa,H,8438252309
