Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,7039391634
2,Independiente del Valle,Ecuador,A,7039391634
3,Caracas,Venezuela,A,7039391634
4,Estudiantes L.P.,Fase previa,A,7039391634
1,Atlético Mineiro,Brasil,B,7039391634
2,Universidad Católica,Chile,B,7039391634
3,Deportivo Cali,Colombia,B,7039391634
4,Always Ready,Bolivia,B,7039391634
1,Peñarol,Uruguay,C,7039391634
2,Corinthians,Brasil,C,7039391634
3,Alianza Lima,Perú,C,7039391634
4,Olimpia,Fase previa,C,7039391634
1,Flamengo,Brasil,D,7039391634
2,Libertad,Paraguay,D,7039391634
3,Colón,Argentina,D,7039391634
4,Independiente Petrolero,Bolivia,D,7039391634
1,Boca Juniors,Argentina,E,7039391634
2,Emelec,Ecuador,E,7039391634
3,Deportes Tolima,Colombia,E,7039391634
4,Fortaleza,Brasil,E,7039391634
1,Athletico Paranaense,Brasil,F,7039391634
2,Vélez,Argentina,F,7039391634
3,Deportivo Táchira,Venezuela,F,7039391634
4,The Strongest,Fase previa,F,7039391634
1,River Plate,Argentina,G,7039391634
2,Colo Colo,Chile,G,7039391634
3,Sporting Cristal,Perú,G,7039391634
4,América M.G.,Fase previa,G,7039391634
1,Nacional,Uruguay,H,7039391634
2,Cerro Porteño,Paraguay,H,7039391634
3,Bragantino,Brasil,H,7039391634
4,Talleres,Argentina,H,7039391634
