Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,9237071159
2,Independiente del Valle,Ecuador,A,9237071159
3,Sporting Cristal,Perú,A,9237071159
4,América M.G.,Fase previa,A,9237071159
1,Peñarol,Uruguay,B,9237071159
2,Cerro Porteño,Paraguay,B,9237071159
3,Alianza Lima,Perú,B,9237071159
4,Estudiantes L.P.,Fase previa,B,9237071159
1,Flamengo,Brasil,C,9237071159
2,Libertad,Paraguay,C,9237071159
3,Deportivo Táchira,Venezuela,C,9237071159
4,Independiente Petrolero,Bolivia,C,9237071159
1,Athletico Paranaense,Brasil,D,9237071159
2,Emelec,Ecuador,D,9237071159
3,Deportes Tolima,Colombia,D,9237071159
4,Talleres,Argentina,D,9237071159
1,Atlético Mineiro,Brasil,E,9237071159
2,Vélez,Argentina,E,9237071159
3,Deportivo Cali,Colombia,E,9237071159
4,The Strongest,Fase previa,E,9237071159
1,Nacional,Uruguay,F,9237071159
2,Universidad Católica,Chile,F,9237071159
3,Colón,Argentina,F,9237071159
4,Fortaleza,Brasil,F,9237071159
1,River Plate,Argentina,G,9237071159
2,Corinthians,Brasil,G,9237071159
3,Caracas,Venezuela,G,9237071159
4,Always Ready,Bolivia,G,9237071159
1,Boca Juniors,Argentina,H,9237071159
2,Colo Colo,Chile,H,9237071159
3,Bragantino,Brasil,H,9237071159
4,Olimpia,Fase previa,H,9237071159
