Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,7777501481
2,Cerro Porteño,Paraguay,A,7777501481
3,Colón,Argentina,A,7777501481
4,América M.G.,Fase previa,A,7777501481
1,Flamengo,Brasil,B,7777501481
2,Independiente del Valle,Ecuador,B,7777501481
3,Deportes Tolima,Colombia,B,7777501481
4,Independiente Petrolero,Bolivia,B,7777501481
1,Atlético Mineiro,Brasil,C,7777501481
2,Universidad Católica,Chile,C,7777501481
3,Sporting Cristal,Perú,C,7777501481
4,Talleres,Argentina,C,7777501481
1,Nacional,Uruguay,D,7777501481
2,Corinthians,Brasil,D,7777501481
3,Deportivo Táchira,Venezuela,D,7777501481
4,The Strongest,Fase previa,D,7777501481
1,River Plate,Argentina,E,7777501481
2,Emelec,Ecuador,E,7777501481
3,Caracas,Venezuela,E,7777501481
4,Olimpia,Fase previa,E,7777501481
1,Boca Juniors,Argentina,F,7777501481
2,Colo Colo,Chile,F,7777501481
3,Alianza Lima,Perú,F,7777501481
4,Fortaleza,Brasil,F,7777501481
1,Athletico Paranaense,Brasil,G,7777501481
2,Vélez,Argentina,G,7777501481
3,Deportivo Cali,Colombia,G,7777501481
4,Estudiantes L.P.,Fase previa,G,7777501481
1,Peñarol,Uruguay,H,7777501481
2,Libertad,Paraguay,H,7777501481
3,Bragantino,Brasil,H,7777501481
4,Always Ready,Bolivia,H,7777501481
