Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,9110248561
2,Independiente del Valle,Ecuador,A,9110248561
3,Colón,Argentina,A,9110248561
4,América M.G.,Fase previa,A,9110248561
1,Atlético Mineiro,Brasil,B,9110248561
2,Libertad,Paraguay,B,9110248561
3,Deportivo Táchira,Venezuela,B,9110248561
4,Talleres,Argentina,B,9110248561
1,Athletico Paranaense,Brasil,C,9110248561
2,Universidad Católica,Chile,C,9110248561
3,Alianza Lima,Perú,C,9110248561
4,Always Ready,Bolivia,C,9110248561
1,Peñarol,Uruguay,D,9110248561
2,Vélez,Argentina,D,9110248561
3,Bragantino,Brasil,D,9110248561
4,Estudiantes L.P.,Fase previa,D,9110248561
1,Flamengo,Brasil,E,9110248561
2,Colo Colo,Chile,E,9110248561
3,Sporting Cristal,Perú,E,9110248561
4,Independiente Petrolero,Bolivia,E,9110248561
1,River Plate,Argentina,F,9110248561
2,Corinthians,Brasil,F,9110248561
3,Caracas,Venezuela,F,9110248561
4,The Strongest,Fase previa,F,9110248561
1,Nacional,Uruguay,G,9110248561
2,Cerro Porteño,Paraguay,G,9110248561
3,Deportes Tolima,Colombia,G,9110248561
4,Fortaleza,Brasil,G,9110248561
1,Boca Juniors,Argentina,H,9110248561
2,Emelec,Ecuador,H,9110248561
3,Deportivo Cali,Colombia,H,9110248561
4,Olimpia,Fase previa,H,9110248561
