Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,606730246
2,Independiente del Valle,Ecuador,A,606730246
3,Deportivo Cali,Colombia,A,606730246
4,Olimpia,Fase previa,A,606730246
1,Atlético Mineiro,Brasil,B,606730246
2,Vélez,Argentina,B,606730246
3,Sporting Cristal,Perú,B,606730246
4,Estudiantes L.P.,Fase previa,B,606730246
1,River Plate,Argentina,C,606730246
2,Corinthians,Brasil,C,606730246
3,Deportes Tolima,Colombia,C,606730246
4,Always Ready,Bolivia,C,606730246
1,Boca Juniors,Argentina,D,606730246
2,Emelec,Ecuador,D,606730246
3,Deportivo Táchira,Venezuela,D,606730246
4,The Strongest,Fase previa,D,606730246
1,Nacional,Uruguay,E,606730246
2,Universidad Católica,Chile,E,606730246
3,Bragantino,Brasil,E,606730246
4,Talleres,Argentina,E,606730246
1,Peñarol,Uruguay,F,606730246
2,Cerro Porteño,Paraguay,F,606730246
3,Alianza Lima,Perú,F,606730246
4,Fortaleza,Brasil,F,606730246
1,Flamengo,Brasil,G,606730246
2,Libertad,Paraguay,G,606730246
3,Caracas,Venezuela,G,606730246
4,América M.G.,Fase previa,G,606730246
1,Athletico Paranaense,Brasil,H,606730246
2,Colo Colo,Chile,H,606730246
3,Colón,Argentina,H,606730246
4,Independiente Petrolero,Bolivia,H,606730246
