Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,6005589891
2,Colo Colo,Chile,A,6005589891
3,Deportes Tolima,Colombia,A,6005589891
4,Independiente Petrolero,Bolivia,A,6005589891
1,Athletico Paranaense,Brasil,B,6005589891
2,Cerro Porteño,Paraguay,B,6005589891
3,Colón,Argentina,B,6005589891
4,América M.G.,Fase previa,B,6005589891
1,Boca Juniors,Argentina,C,6005589891
2,Corinthians,Brasil,C,6005589891
3,Alianza Lima,Perú,C,6005589891
4,The Strongest,Fase previa,C,6005589891
1,Peñarol,Uruguay,D,6005589891
2,Vélez,Argentina,D,6005589891
3,Bragantino,Brasil,D,6005589891
4,Always Ready,Bolivia,D,6005589891
1,River Plate,Argentina,E,6005589891
2,Emelec,Ecuador,E,6005589891
3,Caracas,Venezuela,E,6005589891
4,Fortaleza,Brasil,E,6005589891
1,Atlético Mineiro,Brasil,F,6005589891
2,Libertad,Paraguay,F,6005589891
3,Deportivo Táchira,Venezuela,F,6005589891
4,Talleres,Argentina,F,6005589891
1,Nacional,Uruguay,G,6005589891
2,Universidad Católica,Chile,G,6005589891
3,Sporting Cristal,Perú,G,6005589891
4,Estudiantes L.P.,Fase previa,G,6005589891
1,Flamengo,Brasil,H,6005589891
2,Independiente del Valle,Ecuador,H,6005589891
3,Deportivo Cali,Colombia,H,6005589891
4,Olimpia,Fase previa,H,6005589891
