Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,9992763291
2,Colo Colo,Chile,A,9992763291
3,Deportes Tolima,Colombia,A,9992763291
4,Always Ready,Bolivia,A,9992763291
1,River Plate,Argentina,B,9992763291
2,Cerro Porteño,Paraguay,B,9992763291
3,Deportivo Táchira,Venezuela,B,9992763291
4,Olimpia,Fase previa,B,9992763291
1,Flamengo,Brasil,C,9992763291
2,Independiente del Valle,Ecuador,C,9992763291
3,Colón,Argentina,C,9992763291
4,Independiente Petrolero,Bolivia,C,9992763291
1,Atlético Mineiro,Brasil,D,9992763291
2,Vélez,Argentina,D,9992763291
3,Alianza Lima,Perú,D,9992763291
4,The Strongest,Fase previa,D,9992763291
1,Athletico Paranaense,Brasil,E,9992763291
2,Emelec,Ecuador,E,9992763291
3,Sporting Cristal,Perú,E,9992763291
4,Estudiantes L.P.,Fase previa,E,9992763291
1,Boca Juniors,Argentina,F,9992763291
2,Libertad,Paraguay,F,9992763291
3,Deportivo Cali,Colombia,F,9992763291
4,Fortaleza,Brasil,F,9992763291
1,Peñarol,Uruguay,G,9992763291
2,Universidad Católica,Chile,G,9992763291
3,Bragantino,Brasil,G,9992763291
4,América M.G.,Fase previa,G,9992763291
1,Nacional,Uruguay,H,9992763291
2,Corinthians,Brasil,H,9992763291
3,Caracas,Venezuela,H,9992763291
4,Talleres,Argentina,H,9992763291
