Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,2188888665
2,Cerro Porteño,Paraguay,A,2188888665
3,Sporting Cristal,Perú,A,2188888665
4,América M.G.,Fase previa,A,2188888665
1,River Plate,Argentina,B,2188888665
2,Emelec,Ecuador,B,2188888665
3,Deportivo Cali,Colombia,B,2188888665
4,Fortaleza,Brasil,B,2188888665
1,Nacional,Uruguay,C,2188888665
2,Universidad Católica,Chile,C,2188888665
3,Colón,Argentina,C,2188888665
4,Olimpia,Fase previa,C,2188888665
1,Atlético Mineiro,Brasil,D,2188888665
2,Libertad,Paraguay,D,2188888665
3,Deportes Tolima,Colombia,D,2188888665
4,Talleres,Argentina,D,2188888665
1,Peñarol,Uruguay,E,2188888665
2,Independiente del Valle,Ecuador,E,2188888665
3,Bragantino,Brasil,E,2188888665
4,The Strongest,Fase previa,E,2188888665
1,Flamengo,Brasil,F,2188888665
2,Vélez,Argentina,F,2188888665
3,Deportivo Táchira,Venezuela,F,2188888665
4,Estudiantes L.P.,Fase previa,F,2188888665
1,Athletico Paranaense,Brasil,G,2188888665
2,Colo Colo,Chile,G,2188888665
3,Caracas,Venezuela,G,2188888665
4,Independiente Petrolero,Bolivia,G,2188888665
1,Boca Juniors,Argentina,H,2188888665
2,Corinthians,Brasil,H,2188888665
3,Alianza Lima,Perú,H,2188888665
4,Always Ready,Bolivia,H,2188888665
