Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,5892417295
2,Emelec,Ecuador,A,5892417295
3,Colón,Argentina,A,5892417295
4,The Strongest,Fase previa,A,5892417295
1,Atlético Mineiro,Brasil,B,5892417295
2,Cerro Porteño,Paraguay,B,5892417295
3,Alianza Lima,Perú,B,5892417295
4,Talleres,Argentina,B,5892417295
1,Flamengo,Brasil,C,5892417295
2,Vélez,Argentina,C,5892417295
3,Deportes Tolima,Colombia,C,5892417295
4,Olimpia,Fase previa,C,5892417295
1,Nacional,Uruguay,D,5892417295
2,Colo Colo,Chile,D,5892417295
3,Bragantino,Brasil,D,5892417295
4,Estudiantes L.P.,Fase previa,D,5892417295
1,Athletico Paranaense,Brasil,E,5892417295
2,Independiente del Valle,Ecuador,E,5892417295
3,Caracas,Venezuela,E,5892417295
4,Independiente Petrolero,Bolivia,E,5892417295
1,Peñarol,Uruguay,F,5892417295
2,Corinthians,Brasil,F,5892417295
3,Deportivo Táchira,Venezuela,F,5892417295
4,América M.G.,Fase previa,F,5892417295
1,River Plate,Argentina,G,5892417295
2,Libertad,Paraguay,G,5892417295
3,Deportivo Cali,Colombia,G,5892417295
4,Fortaleza,Brasil,G,5892417295
1,Boca Juniors,Argentina,H,5892417295
2,Universidad Católica,Chile,H,5892417295
3,Sporting Cristal,Perú,H,5892417295
4,Always Ready,Bolivia,H,5892417295
