Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,7702816831
2,Colo Colo,Chile,A,7702816831
3,Deportivo Táchira,Venezuela,A,7702816831
4,Olimpia,Fase previa,A,7702816831
1,Boca Juniors,Argentina,B,7702816831
2,Corinthians,Brasil,B,7702816831
3,Caracas,Venezuela,B,7702816831
4,Estudiantes L.P.,Fase previa,B,7702816831
1,Athletico Paranaense,Brasil,C,7702816831
2,Vélez,Argentina,C,7702816831
3,Alianza Lima,Perú,C,7702816831
4,América M.G.,Fase previa,C,7702816831
1,Peñarol,Uruguay,D,7702816831
2,Universidad Católica,Chile,D,7702816831
3,Deportes Tolima,Colombia,D,7702816831
4,Talleres,Argentina,D,7702816831
1,River Plate,Argentina,E,7702816831
2,Independiente del Valle,Ecuador,E,7702816831
3,Bragantino,Brasil,E,7702816831
4,Independiente Petrolero,Bolivia,E,7702816831
1,Flamengo,Brasil,F,7702816831
2,Cerro Porteño,Paraguay,F,7702816831
3,Colón,Argentina,F,7702816831
4,The Strongest,Fase previa,F,7702816831
1,Nacional,Uruguay,G,7702816831
2,Emelec,Ecuador,G,7702816831
3,Deportivo Cali,Colombia,G,7702816831
4,Fortaleza,Brasil,G,7702816831
1,Atlético Mineiro,Brasil,H,7702816831
2,Libertad,Paraguay,H,7702816831
3,Sporting Cristal,Perú,H,7702816831
4,Always Ready,Bolivia,H,7702816831
