Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,821462875
2,Universidad Católica,Chile,A,821462875
3,Caracas,Venezuela,A,821462875
4,América M.G.,Fase previa,A,821462875
1,River Plate,Argentina,B,821462875
2,Corinthians,Brasil,B,821462875
3,Alianza Lima,Perú,B,821462875
4,Olimpia,Fase previa,B,821462875
1,Atlético Mineiro,Brasil,C,821462875
2,Cerro Porteño,Paraguay,C,821462875
3,Sporting Cristal,Perú,C,821462875
4,Talleres,Argentina,C,821462875
1,Athletico Paranaense,Brasil,D,821462875
2,Colo Colo,Chile,D,821462875
3,Colón,Argentina,D,821462875
4,Always Ready,Bolivia,D,821462875
1,Boca Juniors,Argentina,E,821462875
2,Independiente del Valle,Ecuador,E,821462875
3,Bragantino,Brasil,E,821462875
4,Independiente Petrolero,Bolivia,E,821462875
1,Nacional,Uruguay,F,821462875
2,Vélez,Argentina,F,821462875
3,Deportes Tolima,Colombia,F,821462875
4,Fortaleza,Brasil,F,821462875
1,Flamengo,Brasil,G,821462875
2,Libertad,Paraguay,G,821462875
3,Deportivo Táchira,Venezuela,G,821462875
4,Estudiantes L.P.,Fase previa,G,821462875
1,Peñarol,Uruguay,H,821462875
2,Emelec,Ecuador,H,821462875
3,Deportivo Cali,Colombia,H,821462875
4,The Strongest,Fase previa,H,821462875
