Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,8049769520
2,Vélez,Argentina,A,8049769520
3,Deportes Tolima,Colombia,A,8049769520
4,The Strongest,Fase previa,A,8049769520
1,Athletico Paranaense,Brasil,B,8049769520
2,Libertad,Paraguay,B,8049769520
3,Deportivo Cali,Colombia,B,8049769520
4,Independiente Petrolero,Bolivia,B,8049769520
1,Flamengo,Brasil,C,8049769520
2,Independiente del Valle,Ecuador,C,8049769520
3,Caracas,Venezuela,C,8049769520
4,Estudiantes L.P.,Fase previa,C,8049769520
1,River Plate,Argentina,D,8049769520
2,Cerro Porteño,Paraguay,D,8049769520
3,Sporting Cristal,Perú,D,8049769520
4,Olimpia,Fase previa,D,8049769520
1,Nacional,Uruguay,E,8049769520
2,Corinthians,Brasil,E,8049769520
3,Deportivo Táchira,Venezuela,E,8049769520
4,Talleres,Argentina,E,8049769520
1,Peñarol,Uruguay,F,8049769520
2,Emelec,Ecuador,F,8049769520
3,Bragantino,Brasil,F,8049769520
4,América M.G.,Fase previa,F,8049769520
1,Atlético Mineiro,Brasil,G,8049769520
2,Universidad Católica,Chile,G,8049769520
3,Colón,Argentina,G,8049769520
4,Always Ready,Bolivia,G,8049769520
1,Boca Juniors,Argentina,H,8049769520
2,Colo Colo,Chile,H,8049769520
3,Alianza Lima,Perú,H,8049769520
4,Fortaleza,Brasil,H,8049769520
