Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,8713690488
2,Libertad,Paraguay,A,8713690488
3,Sporting Cristal,Perú,A,8713690488
4,The Strongest,Fase previa,A,8713690488
1,River Plate,Argentina,B,8713690488
2,Universidad Católica,Chile,B,8713690488
3,Deportivo Cali,Colombia,B,8713690488
4,Estudiantes L.P.,Fase previa,B,8713690488
1,Nacional,Uruguay,C,8713690488
2,Colo Colo,Chile,C,8713690488
3,Colón,Argentina,C,8713690488
4,Fortaleza,Brasil,C,8713690488
1,Boca Juniors,Argentina,D,8713690488
2,Corinthians,Brasil,D,8713690488
3,Deportes Tolima,Colombia,D,8713690488
4,Always Ready,Bolivia,D,8713690488
1,Atlético Mineiro,Brasil,E,8713690488
2,Cerro Porteño,Paraguay,E,8713690488
3,Deportivo Táchira,Venezuela,E,8713690488
4,América M.G.,Fase previa,E,8713690488
1,Athletico Paranaense,Brasil,F,8713690488
2,Independiente del Valle,Ecuador,F,8713690488
3,Alianza Lima,Perú,F,8713690488
4,Talleres,Argentina,F,8713690488
1,Flamengo,Brasil,G,8713690488
2,Vélez,Argentina,G,8713690488
3,Caracas,Venezuela,G,8713690488
4,Olimpia,Fase previa,G,8713690488
1,Peñarol,Uruguay,H,8713690488
2,Emelec,Ecuador,H,8713690488
3,Bragantino,Brasil,H,8713690488
4,Independiente Petrolero,Bolivia,H,8713690488
