Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,3012283547
2,Libertad,Paraguay,A,3012283547
3,Colón,Argentina,A,3012283547
4,The Strongest,Fase previa,A,3012283547
1,Flamengo,Brasil,B,3012283547
2,Vélez,Argentina,B,3012283547
3,Sporting Cristal,Perú,B,3012283547
4,Always Ready,Bolivia,B,3012283547
1,Atlético Mineiro,Brasil,C,3012283547
2,Emelec,Ecuador,C,3012283547
3,Deportes Tolima,Colombia,C,3012283547
4,Estudiantes L.P.,Fase previa,C,3012283547
1,River Plate,Argentina,D,3012283547
2,Independiente del Valle,Ecuador,D,3012283547
3,Deportivo Cali,Colombia,D,3012283547
4,Fortaleza,Brasil,D,3012283547
1,Athletico Paranaense,Brasil,E,3012283547
2,Cerro Porteño,Paraguay,E,3012283547
3,Caracas,Venezuela,E,3012283547
4,Talleres,Argentina,E,3012283547
1,Nacional,Uruguay,F,3012283547
2,Corinthians,Brasil,F,3012283547
3,Deportivo Táchira,Venezuela,F,3012283547
4,Olimpia,Fase previa,F,3012283547
1,Boca Juniors,Argentina,G,3012283547
2,Colo Colo,Chile,G,3012283547
3,Bragantino,Brasil,G,3012283547
4,América M.G.,Fase previa,G,3012283547
1,Peñarol,Uruguay,H,3012283547
2,Universidad Católica,Chile,H,3012283547
3,Alianza Lima,Perú,H,3012283547
4,Independiente Petrolero,Bolivia,H,3012283547
