Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,9569323625
2,Vélez,Argentina,A,9569323625
3,Alianza Lima,Perú,A,9569323625
4,Olimpia,Fase previa,A,9569323625
1,Nacional,Uruguay,B,9569323625
2,Colo Colo,Chile,B,9569323625
3,Deportes Tolima,Colombia,B,9569323625
4,Estudiantes L.P.,Fase previa,B,9569323625
1,Peñarol,Uruguay,C,9569323625
2,Libertad,Paraguay,C,9569323625
3,Deportivo Táchira,Venezuela,C,9569323625
4,Fortaleza,Brasil,C,9569323625
1,Boca Juniors,Argentina,D,9569323625
2,Emelec,Ecuador,D,9569323625
3,Bragantino,Brasil,D,9569323625
4,América M.G.,Fase previa,D,9569323625
1,Flamengo,Brasil,E,9569323625
2,Independiente del Valle,Ecuador,E,9569323625
3,Sporting Cristal,Perú,E,9569323625
4,Talleres,Argentina,E,9569323625
1,Atlético Mineiro,Brasil,F,9569323625
2,Cerro Porteño,Paraguay,F,9569323625
3,Caracas,Venezuela,F,9569323625
4,Always Ready,Bolivia,F,9569323625
1,River Plate,Argentina,G,9569323625
2,Corinthians,Brasil,G,9569323625
3,Deportivo Cali,Colombia,G,9569323625
4,Independiente Petrolero,Bolivia,G,9569323625
1,Athletico Paranaense,Brasil,H,9569323625
2,Universidad Católica,Chile,H,9569323625
3,Colón,Argentina,H,9569323625
4,The Strongest,Fase previa,H,9569323625
