Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,8671039109
2,Universidad Católica,Chile,A,8671039109
3,Deportivo Cali,Colombia,A,8671039109
4,América M.G.,Fase previa,A,8671039109
1,Flamengo,Brasil,B,8671039109
2,Libertad,Paraguay,B,8671039109
3,Colón,Argentina,B,8671039109
4,Olimpia,Fase previa,B,8671039109
1,Atlético Mineiro,Brasil,C,8671039109
2,Cerro Porteño,Paraguay,C,8671039109
3,Deportes Tolima,Colombia,C,8671039109
4,Independiente Petrolero,Bolivia,C,8671039109
1,Athletico Paranaense,Brasil,D,8671039109
2,Independiente del Valle,Ecuador,D,8671039109
3,Caracas,Venezuela,D,8671039109
4,The Strongest,Fase previa,D,8671039109
1,Boca Juniors,Argentina,E,8671039109
2,Corinthians,Brasil,E,8671039109
3,Deportivo Táchira,Venezuela,E,8671039109
4,Estudiantes L.P.,Fase previa,E,8671039109
1,Peñarol,Uruguay,F,8671039109
2,Vélez,Argentina,F,8671039109
3,Bragantino,Brasil,F,8671039109
4,Always Ready,Bolivia,F,8671039109
1,Nacional,Uruguay,G,8671039109
2,Emelec,Ecuador,G,8671039109
3,Sporting Cristal,Perú,G,8671039109
4,Talleres,Argentina,G,8671039109
1,River Plate,Argentina,H,8671039109
2,Colo Colo,Chile,H,8671039109
3,Alianza Lima,Perú,H,8671039109
4,Fortaleza,Brasil,H,8671039109
