Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,6582536357
2,Independiente del Valle,Ecuador,A,6582536357
3,Deportivo Cali,Colombia,A,6582536357
4,The Strongest,Fase previa,A,6582536357
1,River Plate,Argentina,B,6582536357
2,Colo Colo,Chile,B,6582536357
3,Caracas,Venezuela,B,6582536357
4,Fortaleza,Brasil,B,6582536357
1,Peñarol,Uruguay,C,6582536357
2,Cerro Porteño,Paraguay,C,6582536357
3,Sporting Cristal,Perú,C,6582536357
4,Estudiantes L.P.,Fase previa,C,6582536357
1,Boca Juniors,Argentina,D,6582536357
2,Emelec,Ecuador,D,6582536357
3,Bragantino,Brasil,D,6582536357
4,Always Ready,Bolivia,D,6582536357
1,Athletico Paranaense,Brasil,E,6582536357
2,Vélez,Argentina,E,6582536357
3,Deportes Tolima,Colombia,E,6582536357
4,América M.G.,Fase previa,E,6582536357
1,Nacional,Uruguay,F,6582536357
2,Corinthians,Brasil,F,6582536357
3,Colón,Argentina,F,6582536357
4,Olimpia,Fase previa,F,6582536357
1,Atlético Mineiro,Brasil,G,6582536357
2,Universidad Católica,Chile,G,6582536357
3,Alianza Lima,Perú,G,6582536357
4,Talleres,Argentina,G,6582536357
1,Flamengo,Brasil,H,6582536357
2,Libertad,Paraguay,H,6582536357
3,Deportivo Táchira,Venezuela,H,6582536357
4,Independiente Petrolero,Bolivia,H,6582536357
