Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,8764993600
2,Vélez,Argentina,A,8764993600
3,Caracas,Venezuela,A,8764993600
4,Always Ready,Bolivia,A,8764993600
1,Atlético Mineiro,Brasil,B,8764993600
2,Colo Colo,Chile,B,8764993600
3,Colón,Argentina,B,8764993600
4,Olimpia,Fase previa,B,8764993600
1,Peñarol,Uruguay,C,8764993600
2,Emelec,Ecuador,C,8764993600
3,Bragantino,Brasil,C,8764993600
4,The Strongest,Fase previa,C,8764993600
1,Flamengo,Brasil,D,8764993600
2,Universidad Católica,Chile,D,8764993600
3,Deportes Tolima,Colombia,D,8764993600
4,América M.G.,Fase previa,D,8764993600
1,River Plate,Argentina,E,8764993600
2,Corinthians,Brasil,E,8764993600
3,Sporting Cristal,Perú,E,8764993600
4,Independiente Petrolero,Bolivia,E,8764993600
1,Boca Juniors,Argentina,F,8764993600
2,Cerro Porteño,Paraguay,F,8764993600
3,Alianza Lima,Perú,F,8764993600
4,Fortaleza,Brasil,F,8764993600
1,Athletico Paranaense,Brasil,G,8764993600
2,Libertad,Paraguay,G,8764993600
3,Deportivo Cali,Colombia,G,8764993600
4,Talleres,Argentina,G,8764993600
1,Nacional,Uruguay,H,8764993600
2,Independiente del Valle,Ecuador,H,8764993600
3,Deportivo Táchira,Venezuela,H,8764993600
4,Estudiantes L.P.,Fase previa,H,8764993600
