Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,9319259878
2,Emelec,Ecuador,A,9319259878
3,Deportes Tolima,Colombia,A,9319259878
4,The Strongest,Fase previa,A,9319259878
1,Peñarol,Uruguay,B,9319259878
2,Independiente del Valle,Ecuador,B,9319259878
3,Caracas,Venezuela,B,9319259878
4,Independiente Petrolero,Bolivia,B,9319259878
1,Flamengo,Brasil,C,9319259878
2,Universidad Católica,Chile,C,9319259878
3,Colón,Argentina,C,9319259878
4,América M.G.,Fase previa,C,9319259878
1,Atlético Mineiro,Brasil,D,9319259878
2,Libertad,Paraguay,D,9319259878
3,Deportivo Cali,Colombia,D,9319259878
4,Talleres,Argentina,D,9319259878
1,Boca Juniors,Argentina,E,9319259878
2,Corinthians,Brasil,E,9319259878
3,Alianza Lima,Perú,E,9319259878
4,Estudiantes L.P.,Fase previa,E,9319259878
1,Nacional,Uruguay,F,9319259878
2,Cerro Porteño,Paraguay,F,9319259878
3,Deportivo Táchira,Venezuela,F,9319259878
4,Fortaleza,Brasil,F,9319259878
1,Athletico Paranaense,Brasil,G,9319259878
2,Vélez,Argentina,G,9319259878
3,Sporting Cristal,Perú,G,9319259878
4,Olimpia,Fase previa,G,9319259878
1,River Plate,Argentina,H,9319259878
2,Colo Colo,Chile,H,9319259878
3,Bragantino,Brasil,H,9319259878
4,Always Ready,Bolivia,H,9319259878
