Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,5108663881
2,Cerro Porteño,Paraguay,A,5108663881
3,Sporting Cristal,Perú,A,5108663881
4,The Strongest,Fase previa,A,5108663881
1,Athletico Paranaense,Brasil,B,5108663881
2,Independiente del Valle,Ecuador,B,5108663881
3,Caracas,Venezuela,B,5108663881
4,Estudiantes L.P.,Fase previa,B,5108663881
1,Flamengo,Brasil,C,5108663881
2,Emelec,Ecuador,C,5108663881
3,Deportivo Cali,Colombia,C,5108663881
4,Talleres,Argentina,C,5108663881
1,Peñarol,Uruguay,D,5108663881
2,Corinthians,Brasil,D,5108663881
3,Deportes Tolima,Colombia,D,5108663881
4,Independiente Petrolero,Bolivia,D,5108663881
1,River Plate,Argentina,E,5108663881
2,Universidad Católica,Chile,E,5108663881
3,Bragantino,Brasil,E,5108663881
4,Olimpia,Fase previa,E,5108663881
1,Atlético Mineiro,Brasil,F,5108663881
2,Colo Colo,Chile,F,5108663881
3,Colón,Argentina,F,5108663881
4,Always Ready,Bolivia,F,5108663881
1,Boca Juniors,Argentina,G,5108663881
2,Libertad,Paraguay,G,5108663881
3,Alianza Lima,Perú,G,5108663881
4,Fortaleza,Brasil,G,5108663881
1,Nacional,Uruguay,H,5108663881
2,Vélez,Argentina,H,5108663881
3,Deportivo Táchira,Venezuela,H,5108663881
4,América M.G.,Fase previa,H,5108663881
