Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,1944601594
2,Colo Colo,Chile,A,1944601594
3,Alianza Lima,Perú,A,1944601594
4,América M.G.,Fase previa,A,1944601594
1,Boca Juniors,Argentina,B,1944601594
2,Corinthians,Brasil,B,1944601594
3,Deportivo Cali,Colombia,B,1944601594
4,The Strongest,Fase previa,B,1944601594
1,Atlético Mineiro,Brasil,C,1944601594
2,Emelec,Ecuador,C,1944601594
3,Sporting Cristal,Perú,C,1944601594
4,Talleres,Argentina,C,1944601594
1,River Plate,Argentina,D,1944601594
2,Independiente del Valle,Ecuador,D,1944601594
3,Bragantino,Brasil,D,1944601594
4,Olimpia,Fase previa,D,1944601594
1,Nacional,Uruguay,E,1944601594
2,Universidad Católica,Chile,E,1944601594
3,Caracas,Venezuela,E,1944601594
4,Fortaleza,Brasil,E,1944601594
1,Athletico Paranaense,Brasil,F,1944601594
2,Libertad,Paraguay,F,1944601594
3,Deportivo Táchira,Venezuela,F,1944601594
4,Estudiantes L.P.,Fase previa,F,1944601594
1,Flamengo,Brasil,G,1944601594
2,Vélez,Argentina,G,1944601594
3,Deportes Tolima,Colombia,G,1944601594
4,Independiente Petrolero,Bolivia,G,1944601594
1,Peñarol,Uruguay,H,1944601594
2,Cerro Porteño,Paraguay,H,1944601594
3,Colón,Argentina,H,1944601594
4,Always Ready,Bolivia,H,1944601594
