Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,3807027092
2,Universidad Católica,Chile,A,3807027092
3,Colón,Argentina,A,3807027092
4,The Strongest,Fase previa,A,3807027092
1,Athletico Paranaense,Brasil,B,3807027092
2,Independiente del Valle,Ecuador,B,3807027092
3,Deportivo Cali,Colombia,B,3807027092
4,Talleres,Argentina,B,3807027092
1,Nacional,Uruguay,C,3807027092
2,Corinthians,Brasil,C,3807027092
3,Sporting Cristal,Perú,C,3807027092
4,Estudiantes L.P.,Fase previa,C,3807027092
1,Boca Juniors,Argentina,D,3807027092
2,Colo Colo,Chile,D,3807027092
3,Bragantino,Brasil,D,3807027092
4,Always Ready,Bolivia,D,3807027092
1,Flamengo,Brasil,E,3807027092
2,Emelec,Ecuador,E,3807027092
3,Deportes Tolima,Colombia,E,3807027092
4,Olimpia,Fase previa,E,3807027092
1,Atlético Mineiro,Brasil,F,3807027092
2,Vélez,Argentina,F,3807027092
3,Caracas,Venezuela,F,3807027092
4,Independiente Petrolero,Bolivia,F,3807027092
1,Peñarol,Uruguay,G,3807027092
2,Libertad,Paraguay,G,3807027092
3,Deportivo Táchira,Venezuela,G,3807027092
4,Fortaleza,Brasil,G,3807027092
1,River Plate,Argentina,H,3807027092
2,Cerro Porteño,Paraguay,H,3807027092
3,Alianza Lima,Perú,H,3807027092
4,América M.G.,Fase previa,H,3807027092
