Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,7185399715
2,Independiente del Valle,Ecuador,A,7185399715
3,Alianza Lima,Perú,A,7185399715
4,Olimpia,Fase previa,A,7185399715
1,Atlético Mineiro,Brasil,B,7185399715
2,Colo Colo,Chile,B,7185399715
3,Deportes Tolima,Colombia,B,7185399715
4,Estudiantes L.P.,Fase previa,B,7185399715
1,Flamengo,Brasil,C,7185399715
2,Vélez,Argentina,C,7185399715
3,Caracas,Venezuela,C,7185399715
4,The Strongest,Fase previa,C,7185399715
1,Boca Juniors,Argentina,D,7185399715
2,Cerro Porteño,Paraguay,D,7185399715
3,Bragantino,Brasil,D,7185399715
4,Always Ready,Bolivia,D,7185399715
1,Nacional,Uruguay,E,7185399715
2,Corinthians,Brasil,E,7185399715
3,Colón,Argentina,E,7185399715
4,América M.G.,Fase previa,E,7185399715
1,Athletico Paranaense,Brasil,F,7185399715
2,Universidad Católica,Chile,F,7185399715
3,Deportivo Cali,Colombia,F,7185399715
4,Independiente Petrolero,Bolivia,F,7185399715
1,Peñarol,Uruguay,G,7185399715
2,Libertad,Paraguay,G,7185399715
3,Sporting Cristal,Perú,G,7185399715
4,Talleres,Argentina,G,7185399715
1,River Plate,Argentina,H,7185399715
2,Emelec,Ecuador,H,7185399715
3,Deportivo Táchira,Venezuela,H,7185399715
4,Fortaleza,Brasil,H,7185399715
