Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,4964649966
2,Emelec,Ecuador,A,4964649966
3,Colón,Argentina,A,4964649966
4,Independiente Petrolero,Bolivia,A,4964649966
1,Flamengo,Brasil,B,4964649966
2,Colo Colo,Chile,B,4964649966
3,Deportivo Táchira,Venezuela,B,4964649966
4,Always Ready,Bolivia,B,4964649966
1,Atlético Mineiro,Brasil,C,4964649966
2,Independiente del Valle,Ecuador,C,4964649966
3,Caracas,Venezuela,C,4964649966
4,América M.G.,Fase previa,C,4964649966
1,Nacional,Uruguay,D,4964649966
2,Corinthians,Brasil,D,4964649966
3,Deportivo Cali,Colombia,D,4964649966
4,Talleres,Argentina,D,4964649966
1,River Plate,Argentina,E,4964649966
2,Libertad,Paraguay,E,4964649966
3,Bragantino,Brasil,E,4964649966
4,Olimpia,Fase previa,E,4964649966
1,Athletico Paranaense,Brasil,F,4964649966
2,Vélez,Argentina,F,4964649966
3,Alianza Lima,Perú,F,4964649966
4,The Strongest,Fase previa,F,4964649966
1,Peñarol,Uruguay,G,4964649966
2,Cerro Porteño,Paraguay,G,4964649966
3,Sporting Cristal,Perú,G,4964649966
4,Fortaleza,Brasil,G,4964649966
1,Boca Juniors,Argentina,H,4964649966
2,Universidad Católica,Chile,H,4964649966
3,Deportes Tolima,Colombia,H,4964649966
4,Estudiantes L.P.,Fase previa,H,4964649966
