Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,8972367669
2,Libertad,Paraguay,A,8972367669
3,Sporting Cristal,Perú,A,8972367669
4,Olimpia,Fase previa,A,8972367669
1,Nacional,Uruguay,B,8972367669
2,Independiente del Valle,Ecuador,B,8972367669
3,Colón,Argentina,B,8972367669
4,Fortaleza,Brasil,B,8972367669
1,Peñarol,Uruguay,C,8972367669
2,Corinthians,Brasil,C,8972367669
3,Deportes Tolima,Colombia,C,8972367669
4,América M.G.,Fase previa,C,8972367669
1,Flamengo,Brasil,D,8972367669
2,Emelec,Ecuador,D,8972367669
3,Deportivo Táchira,Venezuela,D,8972367669
4,The Strongest,Fase previa,D,8972367669
1,Boca Juniors,Argentina,E,8972367669
2,Colo Colo,Chile,E,8972367669
3,Caracas,Venezuela,E,8972367669
4,Estudiantes L.P.,Fase previa,E,8972367669
1,Athletico Paranaense,Brasil,F,8972367669
2,Cerro Porteño,Paraguay,F,8972367669
3,Deportivo Cali,Colombia,F,8972367669
4,Talleres,Argentina,F,8972367669
1,Atlético Mineiro,Brasil,G,8972367669
2,Vélez,Argentina,G,8972367669
3,Alianza Lima,Perú,G,8972367669
4,Independiente Petrolero,Bolivia,G,8972367669
1,River Plate,Argentina,H,8972367669
2,Universidad Católica,Chile,H,8972367669
3,Bragantino,Brasil,H,8972367669
4,Always Ready,Bolivia,H,8972367669
