Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,3146197989
2,Independiente del Valle,Ecuador,A,3146197989
3,Sporting Cristal,Perú,A,3146197989
4,Always Ready,Bolivia,A,3146197989
1,Atlético Mineiro,Brasil,B,3146197989
2,Vélez,Argentina,B,3146197989
3,Deportes Tolima,Colombia,B,3146197989
4,América M.G.,Fase previa,B,3146197989
1,Flamengo,Brasil,C,3146197989
2,Emelec,Ecuador,C,3146197989
3,Deportivo Cali,Colombia,C,3146197989
4,Estudiantes L.P.,Fase previa,C,3146197989
1,Boca Juniors,Argentina,D,3146197989
2,Libertad,Paraguay,D,3146197989
3,Bragantino,Brasil,D,3146197989
4,The Strongest,Fase previa,D,3146197989
1,Peñarol,Uruguay,E,3146197989
2,Corinthians,Brasil,E,3146197989
3,Alianza Lima,Perú,E,3146197989
4,Olimpia,Fase previa,E,3146197989
1,Athletico Paranaense,Brasil,F,3146197989
2,Universidad Católica,Chile,F,3146197989
3,Caracas,Venezuela,F,3146197989
4,Talleres,Argentina,F,3146197989
1,Nacional,Uruguay,G,3146197989
2,Colo Colo,Chile,G,3146197989
3,Colón,Argentina,G,3146197989
4,Fortaleza,Brasil,G,3146197989
1,River Plate,Argentina,H,3146197989
2,Cerro Porteño,Paraguay,H,3146197989
3,Deportivo Táchira,Venezuela,H,3146197989
4,Independiente Petrolero,Bolivia,H,3146197989
