Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,8406740539
2,Colo Colo,Chile,A,8406740539
3,Caracas,Venezuela,A,8406740539
4,América M.G.,Fase previa,A,8406740539
1,Athletico Paranaense,Brasil,B,8406740539
2,Universidad Católica,Chile,B,8406740539
3,Deportivo Táchira,Venezuela,B,8406740539
4,Always Ready,Bolivia,B,8406740539
1,River Plate,Argentina,C,8406740539
2,Corinthians,Brasil,C,8406740539
3,Deportes Tolima,Colombia,C,8406740539
4,Estudiantes L.P.,Fase previa,C,8406740539
1,Peñarol,Uruguay,D,8406740539
2,Cerro Porteño,Paraguay,D,8406740539
3,Bragantino,Brasil,D,8406740539
4,Talleres,Argentina,D,8406740539
1,Boca Juniors,Argentina,E,8406740539
2,Emelec,Ecuador,E,8406740539
3,Deportivo Cali,Colombia,E,8406740539
4,Olimpia,Fase previa,E,8406740539
1,Nacional,Uruguay,F,8406740539
2,Vélez,Argentina,F,8406740539
3,Alianza Lima,Perú,F,8406740539
4,Fortaleza,Brasil,F,8406740539
1,Atlético Mineiro,Brasil,G,8406740539
2,Libertad,Paraguay,G,8406740539
3,Colón,Argentina,G,8406740539
4,Independiente Petrolero,Bolivia,G,8406740539
1,Flamengo,Brasil,H,8406740539
2,Independiente del Valle,Ecuador,H,8406740539
3,Sporting Cristal,Perú,H,8406740539
4,The Strongest,Fase previa,H,8406740539
