Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,1172062516
2,Independiente del Valle,Ecuador,A,1172062516
3,Caracas,Venezuela,A,1172062516
4,América M.G.,Fase previa,A,1172062516
1,Atlético Mineiro,Brasil,B,1172062516
2,Vélez,Argentina,B,1172062516
3,Sporting Cristal,Perú,B,1172062516
4,Estudiantes L.P.,Fase previa,B,1172062516
1,River Plate,Argentina,C,1172062516
2,Corinthians,Brasil,C,1172062516
3,Deportivo Táchira,Venezuela,C,1172062516
4,Independiente Petrolero,Bolivia,C,1172062516
1,Flamengo,Brasil,D,1172062516
2,Emelec,Ecuador,D,1172062516
3,Colón,Argentina,D,1172062516
4,Olimpia,Fase previa,D,1172062516
1,Boca Juniors,Argentina,E,1172062516
2,Cerro Porteño,Paraguay,E,1172062516
3,Alianza Lima,Perú,E,1172062516
4,Fortaleza,Brasil,E,1172062516
1,Peñarol,Uruguay,F,1172062516
2,Libertad,Paraguay,F,1172062516
3,Deportes Tolima,Colombia,F,1172062516
4,The Strongest,Fase previa,F,1172062516
1,Nacional,Uruguay,G,1172062516
2,Colo Colo,Chile,G,1172062516
3,Bragantino,Brasil,G,1172062516
4,Talleres,Argentina,G,1172062516
1,Athletico Paranaense,Brasil,H,1172062516
2,Universidad Católica,Chile,H,1172062516
3,Deportivo Cali,Colombia,H,1172062516
4,Always Ready,Bolivia,H,1172062516
