Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,8347989712
2,Universidad Católica,Chile,A,8347989712
3,Deportes Tolima,Colombia,A,8347989712
4,The Strongest,Fase previa,A,8347989712
1,River Plate,Argentina,B,8347989712
2,Libertad,Paraguay,B,8347989712
3,Bragantino,Brasil,B,8347989712
4,Olimpia,Fase previa,B,8347989712
1,Nacional,Uruguay,C,8347989712
2,Vélez,Argentina,C,8347989712
3,Caracas,Venezuela,C,8347989712
4,Fortaleza,Brasil,C,8347989712
1,Boca Juniors,Argentina,D,8347989712
2,Colo Colo,Chile,D,8347989712
3,Deportivo Cali,Colombia,D,8347989712
4,Always Ready,Bolivia,D,8347989712
1,Athletico Paranaense,Brasil,E,8347989712
2,Emelec,Ecuador,E,8347989712
3,Alianza Lima,Perú,E,8347989712
4,Talleres,Argentina,E,8347989712
1,Flamengo,Brasil,F,8347989712
2,Independiente del Valle,Ecuador,F,8347989712
3,Sporting Cristal,Perú,F,8347989712
4,Independiente Petrolero,Bolivia,F,8347989712
1,Atlético Mineiro,Brasil,G,8347989712
2,Cerro Porteño,Paraguay,G,8347989712
3,Deportivo Táchira,Venezuela,G,8347989712
4,Estudiantes L.P.,Fase previa,G,8347989712
1,Peñarol,Uruguay,H,8347989712
2,Corinthians,Brasil,H,8347989712
3,Colón,Argentina,H,8347989712
4,América M.G.,Fase previa,H,8347989712
