Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,8458265795
2,Independiente del Valle,Ecuador,A,8458265795
3,Deportivo Táchira,Venezuela,A,8458265795
4,Estudiantes L.P.,Fase previa,A,8458265795
1,Atlético Mineiro,Brasil,B,8458265795
2,Vélez,Argentina,B,8458265795
3,Deportivo Cali,Colombia,B,8458265795
4,Independiente Petrolero,Bolivia,B,8458265795
1,Athletico Paranaense,Brasil,C,8458265795
2,Cerro Porteño,Paraguay,C,8458265795
3,Colón,Argentina,C,8458265795
4,Always Ready,Bolivia,C,8458265795
1,River Plate,Argentina,D,8458265795
2,Libertad,Paraguay,D,8458265795
3,Sporting Cristal,Perú,D,8458265795
4,Fortaleza,Brasil,D,8458265795
1,Peñarol,Uruguay,E,8458265795
2,Emelec,Ecuador,E,8458265795
3,Caracas,Venezuela,E,8458265795
4,Talleres,Argentina,E,8458265795
1,Boca Juniors,Argentina,F,8458265795
2,Universidad Católica,Chile,F,8458265795
3,Bragantino,Brasil,F,8458265795
4,Olimpia,Fase previa,F,8458265795
1,Flamengo,Brasil,G,8458265795
2,Colo Colo,Chile,G,8458265795
3,Alianza Lima,Perú,G,8458265795
4,América M.G.,Fase previa,G,8458265795
1,Nacional,Uruguay,H,8458265795
2,Corinthians,Brasil,H,8458265795
3,Deportes Tolima,Colombia,H,8458265795
4,The Strongest,Fase previa,H,8458265795
