Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,8543666044
2,Independiente del Valle,Ecuador,A,8543666044
3,Sporting Cristal,Perú,A,8543666044
4,Olimpia,Fase previa,A,8543666044
1,Athletico Paranaense,Brasil,B,8543666044
2,Emelec,Ecuador,B,8543666044
3,Caracas,Venezuela,B,8543666044
4,América M.G.,Fase previa,B,8543666044
1,River Plate,Argentina,C,8543666044
2,Cerro Porteño,Paraguay,C,8543666044
3,Deportivo Táchira,Venezuela,C,8543666044
4,Fortaleza,Brasil,C,8543666044
1,Flamengo,Brasil,D,8543666044
2,Vélez,Argentina,D,8543666044
3,Deportes Tolima,Colombia,D,8543666044
4,Always Ready,Bolivia,D,8543666044
1,Boca Juniors,Argentina,E,8543666044
2,Corinthians,Brasil,E,8543666044
3,Alianza Lima,Perú,E,8543666044
4,Independiente Petrolero,Bolivia,E,8543666044
1,Peñarol,Uruguay,F,8543666044
2,Libertad,Paraguay,F,8543666044
3,Bragantino,Brasil,F,8543666044
4,The Strongest,Fase previa,F,8543666044
1,Nacional,Uruguay,G,8543666044
2,Colo Colo,Chile,G,8543666044
3,Deportivo Cali,Colombia,G,8543666044
4,Talleres,Argentina,G,8543666044
1,Atlético Mineiro,Brasil,H,8543666044
2,Universidad Católica,Chile,H,8543666044
3,Colón,Argentina,H,8543666044
4,Estudiantes L.P.,Fase previa,H,8543666044
