Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,5599760030
2,Emelec,Ecuador,A,5599760030
3,Deportes Tolima,Colombia,A,5599760030
4,Talleres,Argentina,A,5599760030
1,Flamengo,Brasil,B,5599760030
2,Universidad Católica,Chile,B,5599760030
3,Alianza Lima,Perú,B,5599760030
4,Estudiantes L.P.,Fase previa,B,5599760030
1,Atlético Mineiro,Brasil,C,5599760030
2,Vélez,Argentina,C,5599760030
3,Deportivo Cali,Colombia,C,5599760030
4,The Strongest,Fase previa,C,5599760030
1,Boca Juniors,Argentina,D,5599760030
2,Corinthians,Brasil,D,5599760030
3,Deportivo Táchira,Venezuela,D,5599760030
4,Olimpia,Fase previa,D,5599760030
1,Athletico Paranaense,Brasil,E,5599760030
2,Cerro Porteño,Paraguay,E,5599760030
3,Colón,Argentina,E,5599760030
4,Always Ready,Bolivia,E,5599760030
1,Peñarol,Uruguay,F,5599760030
2,Independiente del Valle,Ecuador,F,5599760030
3,Bragantino,Brasil,F,5599760030
4,Independiente Petrolero,Bolivia,F,5599760030
1,River Plate,Argentina,G,5599760030
2,Libertad,Paraguay,G,5599760030
3,Caracas,Venezuela,G,5599760030
4,Fortaleza,Brasil,G,5599760030
1,Nacional,Uruguay,H,5599760030
2,Colo Colo,Chile,H,5599760030
3,Sporting Cristal,Perú,H,5599760030
4,América M.G.,Fase previa,H,5599760030
