Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,364504281
2,Emelec,Ecuador,A,364504281
3,Alianza Lima,Perú,A,364504281
4,Estudiantes L.P.,Fase previa,A,364504281
1,Boca Juniors,Argentina,B,364504281
2,Colo Colo,Chile,B,364504281
3,Deportivo Cali,Colombia,B,364504281
4,Independiente Petrolero,Bolivia,B,364504281
1,Nacional,Uruguay,C,364504281
2,Vélez,Argentina,C,364504281
3,Bragantino,Brasil,C,364504281
4,The Strongest,Fase previa,C,364504281
1,Atlético Mineiro,Brasil,D,364504281
2,Cerro Porteño,Paraguay,D,364504281
3,Deportivo Táchira,Venezuela,D,364504281
4,Talleres,Argentina,D,364504281
1,River Plate,Argentina,E,364504281
2,Corinthians,Brasil,E,364504281
3,Sporting Cristal,Perú,E,364504281
4,Olimpia,Fase previa,E,364504281
1,Athletico Paranaense,Brasil,F,364504281
2,Universidad Católica,Chile,F,364504281
3,Deportes Tolima,Colombia,F,364504281
4,América M.G.,Fase previa,F,364504281
1,Flamengo,Brasil,G,364504281
2,Independiente del Valle,Ecuador,G,364504281
3,Colón,Argentina,G,364504281
4,Always Ready,Bolivia,G,364504281
1,Peñarol,Uruguay,H,364504281
2,Libertad,Paraguay,H,364504281
3,Caracas,Venezuela,H,364504281
4,Fortaleza,Brasil,H,364504281
