Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,666713016
2,Libertad,Paraguay,A,666713016
3,Deportivo Cali,Colombia,A,666713016
4,The Strongest,Fase previa,A,666713016
1,Athletico Paranaense,Brasil,B,666713016
2,Universidad Católica,Chile,B,666713016
3,Alianza Lima,Perú,B,666713016
4,Always Ready,Bolivia,B,666713016
1,Boca Juniors,Argentina,C,666713016
2,Corinthians,Brasil,C,666713016
3,Deportes Tolima,Colombia,C,666713016
4,Estudiantes L.P.,Fase previa,C,666713016
1,Nacional,Uruguay,D,666713016
2,Emelec,Ecuador,D,666713016
3,Deportivo Táchira,Venezuela,D,666713016
4,Talleres,Argentina,D,666713016
1,Peñarol,Uruguay,E,666713016
2,Independiente del Valle,Ecuador,E,666713016
3,Caracas,Venezuela,E,666713016
4,Fortaleza,Brasil,E,666713016
1,River Plate,Argentina,F,666713016
2,Cerro Porteño,Paraguay,F,666713016
3,Bragantino,Brasil,F,666713016
4,América M.G.,Fase previa,F,666713016
1,Flamengo,Brasil,G,666713016
2,Vélez,Argentina,G,666713016
3,Sporting Cristal,Perú,G,666713016
4,Independiente Petrolero,Bolivia,G,666713016
1,Atlético Mineiro,Brasil,H,666713016
2,Colo Colo,Chile,H,666713016
3,Colón,Argentina,H,666713016
4,Olimpia,Fase previa,H,666713016
