Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,6933142065
2,Universidad Católica,Chile,A,6933142065
3,Deportivo Táchira,Venezuela,A,6933142065
4,América M.G.,Fase previa,A,6933142065
1,Athletico Paranaense,Brasil,B,6933142065
2,Libertad,Paraguay,B,6933142065
3,Caracas,Venezuela,B,6933142065
4,Olimpia,Fase previa,B,6933142065
1,River Plate,Argentina,C,6933142065
2,Corinthians,Brasil,C,6933142065
3,Deportivo Cali,Colombia,C,6933142065
4,The Strongest,Fase previa,C,6933142065
1,Boca Juniors,Argentina,D,6933142065
2,Independiente del Valle,Ecuador,D,6933142065
3,Alianza Lima,Perú,D,6933142065
4,Fortaleza,Brasil,D,6933142065
1,Flamengo,Brasil,E,6933142065
2,Emelec,Ecuador,E,6933142065
3,Colón,Argentina,E,6933142065
4,Always Ready,Bolivia,E,6933142065
1,Atlético Mineiro,Brasil,F,6933142065
2,Cerro Porteño,Paraguay,F,6933142065
3,Deportes Tolima,Colombia,F,6933142065
4,Estudiantes L.P.,Fase previa,F,6933142065
1,Nacional,Uruguay,G,6933142065
2,Colo Colo,Chile,G,6933142065
3,Sporting Cristal,Perú,G,6933142065
4,Talleres,Argentina,G,6933142065
1,Peñarol,Uruguay,H,6933142065
2,Vélez,Argentina,H,6933142065
3,Bragantino,Brasil,H,6933142065
4,Independiente Petrolero,Bolivia,H,6933142065
