Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,2093575424
2,Universidad Católica,Chile,A,2093575424
3,Deportes Tolima,Colombia,A,2093575424
4,The Strongest,Fase previa,A,2093575424
1,Boca Juniors,Argentina,B,2093575424
2,Emelec,Ecuador,B,2093575424
3,Deportivo Táchira,Venezuela,B,2093575424
4,Olimpia,Fase previa,B,2093575424
1,Flamengo,Brasil,C,2093575424
2,Colo Colo,Chile,C,2093575424
3,Colón,Argentina,C,2093575424
4,América M.G.,Fase previa,C,2093575424
1,Athletico Paranaense,Brasil,D,2093575424
2,Cerro Porteño,Paraguay,D,2093575424
3,Caracas,Venezuela,D,2093575424
4,Talleres,Argentina,D,2093575424
1,Peñarol,Uruguay,E,2093575424
2,Independiente del Valle,Ecuador,E,2093575424
3,Bragantino,Brasil,E,2093575424
4,Estudiantes L.P.,Fase previa,E,2093575424
1,Atlético Mineiro,Brasil,F,2093575424
2,Libertad,Paraguay,F,2093575424
3,Deportivo Cali,Colombia,F,2093575424
4,Always Ready,Bolivia,F,2093575424
1,Nacional,Uruguay,G,2093575424
2,Vélez,Argentina,G,2093575424
3,Sporting Cristal,Perú,G,2093575424
4,Fortaleza,Brasil,G,2093575424
1,River Plate,Argentina,H,2093575424
2,Corinthians,Brasil,H,2093575424
3,Alianza Lima,Perú,H,2093575424
4,Independiente Petrolero,Bolivia,H,2093575424
