Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,5886467659
2,Independiente del Valle,Ecuador,A,5886467659
3,Alianza Lima,Perú,A,5886467659
4,Independiente Petrolero,Bolivia,A,5886467659
1,Nacional,Uruguay,B,5886467659
2,Cerro Porteño,Paraguay,B,5886467659
3,Bragantino,Brasil,B,5886467659
4,Always Ready,Bolivia,B,5886467659
1,River Plate,Argentina,C,5886467659
2,Universidad Católica,Chile,C,5886467659
3,Deportes Tolima,Colombia,C,5886467659
4,Estudiantes L.P.,Fase previa,C,5886467659
1,Atlético Mineiro,Brasil,D,5886467659
2,Libertad,Paraguay,D,5886467659
3,Colón,Argentina,D,5886467659
4,América M.G.,Fase previa,D,5886467659
1,Athletico Paranaense,Brasil,E,5886467659
2,Vélez,Argentina,E,5886467659
3,Caracas,Venezuela,E,5886467659
4,The Strongest,Fase previa,E,5886467659
1,Peñarol,Uruguay,F,5886467659
2,Corinthians,Brasil,F,5886467659
3,Deportivo Cali,Colombia,F,5886467659
4,Talleres,Argentina,F,5886467659
1,Boca Juniors,Argentina,G,5886467659
2,Emelec,Ecuador,G,5886467659
3,Deportivo Táchira,Venezuela,G,5886467659
4,Fortaleza,Brasil,G,5886467659
1,Flamengo,Brasil,H,5886467659
2,Colo Colo,Chile,H,5886467659
3,Sporting Cristal,Perú,H,5886467659
4,Olimpia,Fase previa,H,5886467659
