Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,8053667212
2,Libertad,Paraguay,A,8053667212
3,Deportivo Cali,Colombia,A,8053667212
4,Independiente Petrolero,Bolivia,A,8053667212
1,Flamengo,Brasil,B,8053667212
2,Cerro Porteño,Paraguay,B,8053667212
3,Colón,Argentina,B,8053667212
4,América M.G.,Fase previa,B,8053667212
1,Athletico Paranaense,Brasil,C,8053667212
2,Universidad Católica,Chile,C,8053667212
3,Deportes Tolima,Colombia,C,8053667212
4,Always Ready,Bolivia,C,8053667212
1,Peñarol,Uruguay,D,8053667212
2,Corinthians,Brasil,D,8053667212
3,Caracas,Venezuela,D,8053667212
4,Talleres,Argentina,D,8053667212
1,Atlético Mineiro,Brasil,E,8053667212
2,Emelec,Ecuador,E,8053667212
3,Sporting Cristal,Perú,E,8053667212
4,Olimpia,Fase previa,E,8053667212
1,Boca Juniors,Argentina,F,8053667212
2,Independiente del Valle,Ecuador,F,8053667212
3,Alianza Lima,Perú,F,8053667212
4,Fortaleza,Brasil,F,8053667212
1,Nacional,Uruguay,G,8053667212
2,Vélez,Argentina,G,8053667212
3,Bragantino,Brasil,G,8053667212
4,The Strongest,Fase previa,G,8053667212
1,River Plate,Argentina,H,8053667212
2,Colo Colo,Chile,H,8053667212
3,Deportivo Táchira,Venezuela,H,8053667212
4,Estudiantes L.P.,Fase previa,H,8053667212
