Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,7987608247
2,Independiente del Valle,Ecuador,A,7987608247
3,Deportes Tolima,Colombia,A,7987608247
4,Olimpia,Fase previa,A,7987608247
1,Athletico Paranaense,Brasil,B,7987608247
2,Cerro Porteño,Paraguay,B,7987608247
3,Sporting Cristal,Perú,B,7987608247
4,Talleres,Argentina,B,7987608247
1,Boca Juniors,Argentina,C,7987608247
2,Universidad Católica,Chile,C,7987608247
3,Bragantino,Brasil,C,7987608247
4,Estudiantes L.P.,Fase previa,C,7987608247
1,Atlético Mineiro,Brasil,D,7987608247
2,Libertad,Paraguay,D,7987608247
3,Colón,Argentina,D,7987608247
4,América M.G.,Fase previa,D,7987608247
1,Peñarol,Uruguay,E,7987608247
2,Colo Colo,Chile,E,7987608247
3,Deportivo Táchira,Venezuela,E,7987608247
4,Fortaleza,Brasil,E,7987608247
1,Nacional,Uruguay,F,7987608247
2,Corinthians,Brasil,F,7987608247
3,Deportivo Cali,Colombia,F,7987608247
4,Independiente Petrolero,Bolivia,F,7987608247
1,Flamengo,Brasil,G,7987608247
2,Vélez,Argentina,G,7987608247
3,Caracas,Venezuela,G,7987608247
4,The Strongest,Fase previa,G,7987608247
1,River Plate,Argentina,H,7987608247
2,Emelec,Ecuador,H,7987608247
3,Alianza Lima,Perú,H,7987608247
4,Always Ready,Bolivia,H,7987608247
