Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,4250030857
2,Libertad,Paraguay,A,4250030857
3,Alianza Lima,Perú,A,4250030857
4,Always Ready,Bolivia,A,4250030857
1,Flamengo,Brasil,B,4250030857
2,Emelec,Ecuador,B,4250030857
3,Caracas,Venezuela,B,4250030857
4,Olimpia,Fase previa,B,4250030857
1,Nacional,Uruguay,C,4250030857
2,Independiente del Valle,Ecuador,C,4250030857
3,Bragantino,Brasil,C,4250030857
4,Talleres,Argentina,C,4250030857
1,Atlético Mineiro,Brasil,D,4250030857
2,Colo Colo,Chile,D,4250030857
3,Deportivo Cali,Colombia,D,4250030857
4,América M.G.,Fase previa,D,4250030857
1,Athletico Paranaense,Brasil,E,4250030857
2,Universidad Católica,Chile,E,4250030857
3,Colón,Argentina,E,4250030857
4,Independiente Petrolero,Bolivia,E,4250030857
1,River Plate,Argentina,F,4250030857
2,Corinthians,Brasil,F,4250030857
3,Sporting Cristal,Perú,F,4250030857
4,The Strongest,Fase previa,F,4250030857
1,Peñarol,Uruguay,G,4250030857
2,Vélez,Argentina,G,4250030857
3,Deportivo Táchira,Venezuela,G,4250030857
4,Estudiantes L.P.,Fase previa,G,4250030857
1,Boca Juniors,Argentina,H,4250030857
2,Cerro Porteño,Paraguay,H,4250030857
3,Deportes Tolima,Colombia,H,4250030857
4,Fortaleza,Brasil,H,4250030857
