Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,2406991807
2,Cerro Porteño,Paraguay,A,2406991807
3,Deportivo Cali,Colombia,A,2406991807
4,Independiente Petrolero,Bolivia,A,2406991807
1,Boca Juniors,Argentina,B,2406991807
2,Independiente del Valle,Ecuador,B,2406991807
3,Sporting Cristal,Perú,B,2406991807
4,The Strongest,Fase previa,B,2406991807
1,Flamengo,Brasil,C,2406991807
2,Vélez,Argentina,C,2406991807
3,Caracas,Venezuela,C,2406991807
4,Always Ready,Bolivia,C,2406991807
1,Atlético Mineiro,Brasil,D,2406991807
2,Libertad,Paraguay,D,2406991807
3,Colón,Argentina,D,2406991807
4,América M.G.,Fase previa,D,2406991807
1,River Plate,Argentina,E,2406991807
2,Colo Colo,Chile,E,2406991807
3,Alianza Lima,Perú,E,2406991807
4,Fortaleza,Brasil,E,2406991807
1,Nacional,Uruguay,F,2406991807
2,Corinthians,Brasil,F,2406991807
3,Deportes Tolima,Colombia,F,2406991807
4,Estudiantes L.P.,Fase previa,F,2406991807
1,Athletico Paranaense,Brasil,G,2406991807
2,Universidad Católica,Chile,G,2406991807
3,Deportivo Táchira,Venezuela,G,2406991807
4,Olimpia,Fase previa,G,2406991807
1,Peñarol,Uruguay,H,2406991807
2,Emelec,Ecuador,H,2406991807
3,Bragantino,Brasil,H,2406991807
4,Talleres,Argentina,H,2406991807
